dataset,depth,num_features,num_classes,num_samples_train,run_idx,seed,test_acc,test_ce,val_acc,val_ce,n_leaves,tree_depth
sonar,4,60,2,166,3,1360,0.7142857142857143,7.193551764016821,0.5714285714285714,4.104971538753302,13,4
sonar,4,60,2,166,4,1402,0.7142857142857143,7.193551764016821,0.5714285714285714,5.755321968657934,13,4
sonar,4,60,2,166,5,1444,0.7619047619047619,5.483545954660029,0.6190476190476191,4.005950512959025,13,4
sonar,8,60,2,166,1,1276,0.6666666666666666,12.014551129705715,0.6190476190476191,13.730915576806535,27,7
sonar,8,60,2,166,2,1318,0.7142857142857143,10.2981866826049,0.6666666666666666,12.014551129705715,27,7
sonar,8,60,2,166,3,1360,0.7142857142857143,10.2981866826049,0.5714285714285714,15.44728002390735,26,7
sonar,8,60,2,166,4,1402,0.6666666666666666,12.014551129705715,0.6190476190476191,13.730915576806535,27,7
sonar,8,60,2,166,5,1444,0.7142857142857143,10.2981866826049,0.6190476190476191,13.730915576806533,25,7
sonar,12,60,2,166,1,1276,0.6666666666666666,12.014551129705715,0.6190476190476191,13.730915576806533,23,7
sonar,12,60,2,166,2,1318,0.6666666666666666,12.014551129705715,0.6190476190476191,13.730915576806533,23,7
sonar,12,60,2,166,3,1360,0.6666666666666666,12.014551129705715,0.6190476190476191,13.730915576806533,23,7
sonar,12,60,2,166,4,1402,0.6666666666666666,12.014551129705715,0.6190476190476191,13.730915576806533,23,7
sonar,12,60,2,166,5,1444,0.6190476190476191,13.730915576806533,0.6190476190476191,13.730915576806533,23,7
fico,4,23,2,8367,1,1276,0.6453154875717018,0.636405478246842,0.6443594646271511,0.6443150008248679,16,4
fico,4,23,2,8367,2,1318,0.6453154875717018,0.636405478246842,0.6443594646271511,0.6443150008248679,16,4
fico,4,23,2,8367,3,1360,0.6453154875717018,0.636405478246842,0.6443594646271511,0.6443150008248679,16,4
fico,4,23,2,8367,4,1402,0.6453154875717018,0.636405478246842,0.6443594646271511,0.6443150008248679,16,4
fico,4,23,2,8367,5,1444,0.6453154875717018,0.636405478246842,0.6443594646271511,0.6443150008248679,16,4
fico,8,23,2,8367,1,1276,0.6797323135755258,1.3398141249471116,0.6625239005736138,1.5404687491755293,192,8
fico,8,23,2,8367,2,1318,0.6806883365200764,1.3057431992482504,0.6615678776290631,1.5749273088209568,192,8
fico,8,23,2,8367,3,1360,0.6787762906309751,1.4067851799685787,0.6634799235181644,1.5388834450869981,192,8
fico,8,23,2,8367,4,1402,0.6797323135755258,1.3732223860374073,0.6625239005736138,1.5733420047324258,192,8
fico,8,23,2,8367,5,1444,0.6806883365200764,1.3057431992482504,0.6615678776290631,1.6078005643778532,192,8
fico,12,23,2,8367,1,1276,0.6720841300191205,5.712012392615915,0.6567877629063098,5.25826205926683,687,12
fico,12,23,2,8367,2,1318,0.6692160611854685,5.786636196380351,0.6596558317399618,5.08965085026493,687,12
fico,12,23,2,8367,3,1360,0.6768642447418738,5.342400916409951,0.6567877629063098,5.363125134853071,687,12
fico,12,23,2,8367,4,1402,0.6701720841300192,5.7128300383431,0.6548757170172084,5.331074632281987,685,12
fico,12,23,2,8367,5,1444,0.6720841300191205,5.682251230709619,0.6586998087954111,5.224157066785179,688,12
drybean,4,16,7,10888,1,1276,0.8223201174743024,0.5074361911230473,0.8324761204996326,0.4885361845981671,16,4
drybean,4,16,7,10888,2,1318,0.8223201174743024,0.5074361911230473,0.8324761204996326,0.4885361845981671,16,4
drybean,4,16,7,10888,3,1360,0.8223201174743024,0.5074361911230473,0.8324761204996326,0.4885361845981671,16,4
drybean,4,16,7,10888,4,1402,0.8223201174743024,0.5074361911230473,0.8324761204996326,0.4885361845981671,16,4
drybean,4,16,7,10888,5,1444,0.8223201174743024,0.5074361911230473,0.8324761204996326,0.4885361845981671,16,4
drybean,8,16,7,10888,1,1276,0.9001468428781204,0.8328483012329199,0.8986039676708303,0.7828741037824946,142,8
drybean,8,16,7,10888,2,1318,0.9023494860499266,0.8310810182537901,0.9015429831006613,0.7795496976031642,141,8
drybean,8,16,7,10888,3,1360,0.9023494860499266,0.8324774238036405,0.899338721528288,0.7556476127459072,142,8
drybean,8,16,7,10888,4,1402,0.9038179148311307,0.8054834530939853,0.8986039676708303,0.7820185046925978,142,8
drybean,8,16,7,10888,5,1444,0.9023494860499266,0.832390945803893,0.8986039676708303,0.7565434542422016,142,8
drybean,12,16,7,10888,1,1276,0.895741556534508,2.5642159218452436,0.9074210139603233,2.3987279601256795,494,12
drybean,12,16,7,10888,2,1318,0.8942731277533039,2.5913017891356285,0.9081557678177811,2.3723995748517623,493,12
drybean,12,16,7,10888,3,1360,0.895007342143906,2.5648380201274663,0.9081557678177811,2.3469440741111316,493,12
drybean,12,16,7,10888,4,1402,0.895007342143906,2.538865756738939,0.9074210139603233,2.3987279601256795,495,12
drybean,12,16,7,10888,5,1444,0.8928046989720999,2.670070997877893,0.9074210139603233,2.3734272874756557,494,12
avila,4,10,12,8344,1,1276,0.5124077800134138,1.3982407037333435,0.5206136145733461,1.3782269768301043,9,4
avila,4,10,12,8344,2,1318,0.5124077800134138,1.3982407037333435,0.5206136145733461,1.3782269768301043,9,4
avila,4,10,12,8344,3,1360,0.5124077800134138,1.3982407037333435,0.5206136145733461,1.3782269768301043,9,4
avila,4,10,12,8344,4,1402,0.5124077800134138,1.3982407037333435,0.5206136145733461,1.3782269768301043,9,4
avila,4,10,12,8344,5,1444,0.5124077800134138,1.3982407037333435,0.5206136145733461,1.3782269768301043,9,4
avila,8,10,12,8344,1,1276,0.6616843920666858,1.1435468416920518,0.660594439117929,1.1153284375878925,90,8
avila,8,10,12,8344,2,1318,0.6615885790936092,1.1466203672136739,0.6615532118887824,1.0807707641563327,90,8
avila,8,10,12,8344,3,1360,0.6614927661205328,1.1434753276846668,0.660594439117929,1.1153284375878925,90,8
avila,8,10,12,8344,4,1402,0.6603430104436141,1.1557212887246981,0.660594439117929,1.099134626941068,90,8
avila,8,10,12,8344,5,1444,0.6614927661205328,1.150190363257886,0.6615532118887824,1.0807707641563327,90,8
avila,10,10,12,8344,1,1276,0.8344351825237137,0.7660662202423336,0.8250239693192714,0.8371969706210483,197,10
avila,10,10,12,8344,2,1318,0.8355849382006324,0.7341306693808329,0.8279002876318312,0.7962766824954305,197,10
avila,10,10,12,8344,3,1360,0.8333812398198716,0.7851761152715976,0.8235858101629914,0.8886197481617941,197,10
avila,10,10,12,8344,4,1402,0.8346268084698668,0.7435857638391189,0.8250239693192714,0.8375292559425055,197,10
avila,10,10,12,8344,5,1444,0.8346268084698668,0.7587245633968447,0.8274209012464045,0.8284204152107425,197,10
banknote,4,4,2,1097,1,1276,0.927536231884058,0.4007652871900736,0.9635036496350365,0.34892144528499625,13,4
banknote,4,4,2,1097,2,1318,0.927536231884058,0.4007652871900736,0.9635036496350365,0.34892144528499625,13,4
banknote,4,4,2,1097,3,1360,0.927536231884058,0.4007652871900736,0.9635036496350365,0.34892144528499625,13,4
banknote,4,4,2,1097,4,1402,0.927536231884058,0.4007652871900736,0.9635036496350365,0.34892144528499625,13,4
banknote,4,4,2,1097,5,1444,0.927536231884058,0.4007652871900736,0.9635036496350365,0.34892144528499625,13,4
wine,4,11,7,5197,1,1276,0.5092307692307693,1.3003040137064465,0.5323076923076923,1.1453847652985605,16,4
wine,4,11,7,5197,2,1318,0.5092307692307693,1.3003040137064465,0.5323076923076923,1.1453847652985605,16,4
wine,4,11,7,5197,3,1360,0.5092307692307693,1.3003040137064465,0.5323076923076923,1.1453847652985605,16,4
wine,4,11,7,5197,4,1402,0.5092307692307693,1.3003040137064465,0.5323076923076923,1.1453847652985605,16,4
wine,4,11,7,5197,5,1444,0.5092307692307693,1.3003040137064465,0.5323076923076923,1.1453847652985605,16,4
wine,8,11,7,5197,1,1276,0.5446153846153846,2.925147141925974,0.56,2.6441875995474486,188,8
wine,8,11,7,5197,2,1318,0.5461538461538461,2.9711011448946127,0.56,2.637715257973227,190,8
wine,8,11,7,5197,3,1360,0.5446153846153846,2.9789087436189727,0.56,2.6441875995474486,189,8
wine,8,11,7,5197,4,1402,0.5446153846153846,3.0801090881206767,0.56,2.637715257973227,190,8
wine,8,11,7,5197,5,1444,0.5446153846153846,2.972641834956481,0.56,2.5839536562802286,189,8
wine,11,11,7,5197,1,1276,0.5676923076923077,7.23986680780646,0.5723076923076923,7.040021523277919,579,11
wine,11,11,7,5197,2,1318,0.5615384615384615,7.359815375926256,0.563076923076923,7.479057981042074,582,11
wine,11,11,7,5197,3,1360,0.5692307692307692,7.183934690005713,0.556923076923077,7.59367832035982,580,11
wine,11,11,7,5197,4,1402,0.5692307692307692,7.2399283422868,0.5646153846153846,7.423606206597277,579,11
wine,11,11,7,5197,5,1444,0.5661538461538461,7.292161955208981,0.5676923076923077,7.364639714325572,578,11
yeast,4,8,10,1187,1,1276,0.3624161073825503,2.2443673500087375,0.42567567567567566,2.60543507049033,16,4
yeast,4,8,10,1187,2,1318,0.3624161073825503,2.2443673500087375,0.42567567567567566,2.60543507049033,16,4
yeast,4,8,10,1187,3,1360,0.3624161073825503,2.2443673500087375,0.42567567567567566,2.60543507049033,16,4
yeast,4,8,10,1187,4,1402,0.3624161073825503,2.2443673500087375,0.42567567567567566,2.60543507049033,16,4
yeast,4,8,10,1187,5,1444,0.3624161073825503,2.2443673500087375,0.42567567567567566,2.60543507049033,16,4
yeast,8,8,10,1187,1,1276,0.5503355704697986,6.304012472201068,0.5608108108108109,7.081627101147119,116,8
yeast,8,8,10,1187,2,1318,0.5436241610738255,6.545916186221988,0.5608108108108109,7.320481872826561,116,8
yeast,8,8,10,1187,3,1360,0.5436241610738255,6.545916186221989,0.5405405405405406,7.8122416968724675,116,8
yeast,8,8,10,1187,4,1402,0.5436241610738255,6.545916186221989,0.5472972972972973,7.807558269976791,116,8
yeast,8,8,10,1187,5,1444,0.5570469798657718,6.0648300005164435,0.5405405405405406,7.8137494235705365,116,8
glass,4,9,6,171,1,1276,0.8636363636363636,2.126562183245667,0.5714285714285714,2.74612960999218,15,4
glass,4,9,6,171,2,1318,0.8636363636363636,2.126562183245667,0.5714285714285714,2.74612960999218,15,4
glass,4,9,6,171,3,1360,0.8636363636363636,2.126562183245667,0.5714285714285714,2.74612960999218,15,4
glass,4,9,6,171,4,1402,0.8636363636363636,2.126562183245667,0.5714285714285714,2.74612960999218,15,4
glass,4,9,6,171,5,1444,0.8636363636363636,2.126562183245667,0.5714285714285714,2.74612960999218,15,4
glass,8,9,6,171,1,1276,0.8181818181818182,6.553391525294028,0.42857142857142855,15.626246162263831,36,8
glass,8,9,6,171,2,1318,0.7727272727272727,8.191739406617534,0.3333333333333333,19.058975056465464,36,8
glass,8,9,6,171,3,1360,0.7727272727272727,8.191739406617534,0.38095238095238093,17.342610609364648,36,8
glass,8,9,6,171,4,1402,0.7272727272727273,9.83008728794104,0.38095238095238093,17.342610609364648,36,8
glass,8,9,6,171,5,1444,0.8181818181818182,6.553391525294028,0.38095238095238093,17.342610609364648,36,8
glass,9,9,6,171,1,1276,0.8181818181818182,6.553391525294028,0.42857142857142855,15.626246162263831,36,9
