timestamp,dataset,depth,num_features,num_classes,num_samples_train,approach,hidden_layers,hidden_size,test_acc_mean,test_acc_std,test_ce_mean,test_ce_std,val_acc_mean,val_acc_std,num_params
2026-04-16T19:54:42.417271,lymph,12,47,2,113,ffnn_1h_4,1,4,0.7333333492279053,0.0,0.6639380574226379,0.001213913087362978,0.5,0.0,68
2026-04-16T19:54:59.975591,lymph,12,47,2,113,ffnn_1h_8,1,8,0.7333333492279053,0.0,0.6622735142707825,0.0005137334552898127,0.5,0.0,124
2026-04-16T19:55:19.094894,lymph,12,47,2,113,ffnn_1h_16,1,16,0.7333333492279053,0.0,0.6616540789604187,0.00038338097023527293,0.5,0.0,236
2026-04-16T19:55:43.794890,breast,4,9,2,559,ffnn_1h_4,1,4,0.9571428894996643,0.0,0.5267804026603699,0.00042827588433122857,0.8999999761581421,0.0,28
2026-04-16T19:56:06.508148,breast,4,9,2,559,ffnn_1h_8,1,8,0.9571428894996643,0.0,0.5266525626182557,0.000510074264133591,0.9028571248054504,0.005714297294616699,52
2026-04-16T19:56:30.670370,breast,4,9,2,559,ffnn_1h_16,1,16,0.9571428894996643,0.0,0.5265317916870117,0.000598407301314938,0.9057142734527588,0.006998556305188634,100
2026-04-16T19:56:55.523081,breast,8,9,2,559,ffnn_1h_4,1,4,0.9800000190734863,0.006998556305188634,0.5038484811782837,0.0004697028168060168,0.9285714626312256,0.0,48
2026-04-16T19:57:21.475017,breast,8,9,2,559,ffnn_1h_8,1,8,0.9800000190734863,0.006998556305188634,0.5037431120872498,0.0005170379368829828,0.9285714626312256,0.0,88
2026-04-16T19:57:45.434437,breast,8,9,2,559,ffnn_1h_16,1,16,0.9857143044471741,0.009035078490531631,0.5036799669265747,0.0007588162940024006,0.9285714626312256,0.0,168
2026-04-16T19:58:14.437859,breast,9,9,2,559,ffnn_1h_4,1,4,0.9971428632736206,0.005714273452758789,0.5031129121780396,0.00022741230631491633,0.9285714626312256,0.0,53
2026-04-16T19:58:40.095961,breast,9,9,2,559,ffnn_1h_8,1,8,0.9942857265472412,0.006998527104995434,0.5029859900474548,0.00043353629474850706,0.9285714626312256,0.0,97
2026-04-16T19:59:04.871351,breast,9,9,2,559,ffnn_1h_16,1,16,0.9971428632736206,0.005714273452758789,0.502891457080841,0.0004902764838331709,0.9285714626312256,0.0,185
2026-04-16T19:59:22.402427,heart,4,20,2,189,ffnn_1h_4,1,4,0.5609756112098694,0.0,0.6650371074676513,0.00027578929986720173,0.625,0.0,28
2026-04-16T19:59:38.207714,heart,4,20,2,189,ffnn_1h_8,1,8,0.5609756112098694,0.0,0.6651993751525879,0.00024067903458220967,0.625,0.0,52
2026-04-16T19:59:55.312026,heart,4,20,2,189,ffnn_1h_16,1,16,0.5609756112098694,0.0,0.665291714668274,0.00023307228688634844,0.625,0.0,100
2026-04-16T20:00:13.136222,heart,8,20,2,189,ffnn_1h_4,1,4,0.7560975551605225,0.0,0.6214055299758912,0.0005498144631310664,0.7750000357627869,0.0,48
2026-04-16T20:00:34.053281,heart,8,20,2,189,ffnn_1h_8,1,8,0.7560975551605225,0.0,0.6215785026550293,0.0003799080087480981,0.7750000357627869,0.0,88
2026-04-16T20:00:59.470248,heart,8,20,2,189,ffnn_1h_16,1,16,0.7560975551605225,0.0,0.621628737449646,0.0004944710810572179,0.7750000357627869,0.0,168
2026-04-16T20:01:18.426890,heart,12,20,2,189,ffnn_1h_4,1,4,0.6585365533828735,0.0,0.6517253875732422,0.0005936400062724918,0.8550000190734863,0.009999990463256836,68
2026-04-16T20:01:36.345231,heart,12,20,2,189,ffnn_1h_8,1,8,0.6585365533828735,0.0,0.6518494129180908,0.0004414559669308,0.8500000238418579,0.0,124
2026-04-16T20:01:53.143267,heart,12,20,2,189,ffnn_1h_16,1,16,0.6585365533828735,0.0,0.6516055226325989,0.00028165551520936694,0.8500000238418579,0.0,236
2026-04-16T20:02:12.333443,ecoli,4,6,5,228,ffnn_1h_4,1,4,0.6759999990463257,0.008000016212463379,1.5355998039245606,0.00041677602864464167,0.555102014541626,0.00816326141357422,28
2026-04-16T20:02:30.508011,ecoli,4,6,5,228,ffnn_1h_8,1,8,0.6679999947547912,0.016000011563305248,1.535586428642273,0.000493452241633773,0.5510203838348389,0.0,52
2026-04-16T20:02:48.415630,ecoli,4,6,5,228,ffnn_1h_16,1,16,0.671999990940094,0.009797978827264088,1.5355734825134277,0.0004908405576253236,0.5673469185829163,0.01527208280015364,100
2026-04-16T20:03:06.425584,ecoli,6,6,5,228,ffnn_1h_4,1,4,0.8239999890327454,0.007999992370605467,1.4861915349960326,0.0003611456348376233,0.9061224341392518,0.009997912550103879,38
2026-04-16T20:03:23.744661,ecoli,6,6,5,228,ffnn_1h_8,1,8,0.8239999890327454,0.007999992370605467,1.4861608028411866,0.00031673292754183524,0.8979591727256775,0.0,70
2026-04-16T20:03:42.105887,ecoli,6,6,5,228,ffnn_1h_16,1,16,0.8239999890327454,0.007999992370605467,1.4862030267715454,0.00042902786748858743,0.9020408034324646,0.00816326141357422,134
2026-04-16T20:04:24.876906,led7,4,7,8,1794,ffnn_1h_4,1,4,0.7558441162109375,0.0,1.9988539218902588,0.0,0.7161458730697632,0.0,28
2026-04-16T20:05:09.207786,led7,4,7,8,1794,ffnn_1h_8,1,8,0.7558441162109375,0.0,1.998853898048401,4.7683715820312496e-08,0.7161458730697632,0.0,52
2026-04-16T20:05:53.348816,led7,4,7,8,1794,ffnn_1h_16,1,16,0.7558441162109375,0.0,1.9988539218902588,0.0,0.7161458730697632,0.0,100
2026-04-16T20:06:37.647607,led7,7,7,8,1794,ffnn_1h_4,1,4,0.8025974035263062,0.0,1.9786888360977173,2.129813331043939e-06,0.7994791865348816,0.0,43
2026-04-16T20:07:23.989315,led7,7,7,8,1794,ffnn_1h_8,1,8,0.8025974035263062,0.0,1.9786887884140014,1.897787927830925e-06,0.7994791865348816,0.0,79
2026-04-16T20:08:08.677642,led7,7,7,8,1794,ffnn_1h_16,1,16,0.8025974035263062,0.0,1.9786887407302856,1.7591349359223098e-06,0.7994791865348816,0.0,151
2026-04-16T20:10:48.839392,compas,4,12,2,8446,ffnn_1h_4,1,4,0.693750011920929,0.001855694178023166,0.6526416778564453,0.00011175945345312729,0.6689394235610961,0.0012845186652568235,28
2026-04-16T20:13:26.215979,compas,4,12,2,8446,ffnn_1h_8,1,8,0.693750011920929,0.001855694178023166,0.6526416778564453,0.00011175945345312729,0.6689394235610961,0.0012845186652568235,52
2026-04-16T20:16:05.851491,compas,4,12,2,8446,ffnn_1h_16,1,16,0.693750011920929,0.001855694178023166,0.6526416778564453,0.00011175945345312729,0.6689394235610961,0.0012845186652568235,100
2026-04-16T20:18:44.646757,compas,8,12,2,8446,ffnn_1h_4,1,4,0.668750011920929,0.0017358328769159356,0.6554545521736145,1.7252125549549442e-05,0.6558712363243103,0.0011363704999635298,48
2026-04-16T20:21:26.290603,compas,8,12,2,8446,ffnn_1h_8,1,8,0.668750011920929,0.0017358328769159356,0.6554545521736145,1.7252125549549442e-05,0.6558712363243103,0.0011363704999635298,88
2026-04-16T20:24:03.911604,compas,8,12,2,8446,ffnn_1h_16,1,16,0.668750011920929,0.0017358328769159356,0.6554545640945435,1.725899397514427e-05,0.6558712363243103,0.0011363704999635298,168
2026-04-16T20:26:52.521056,compas,12,12,2,8446,ffnn_1h_4,1,4,0.6975379109382629,0.0009657271476123823,0.6523288607597351,1.2637725322301057e-05,0.6801136493682861,0.0012562996653223105,68
2026-04-16T20:29:47.388969,compas,12,12,2,8446,ffnn_1h_8,1,8,0.6975379109382629,0.0009657271476123823,0.6523288369178772,1.2650088542206486e-05,0.6801136493682861,0.0012562996653223105,124
2026-04-16T20:32:38.225268,compas,12,12,2,8446,ffnn_1h_16,1,16,0.6975379109382629,0.0009657271476123823,0.6523288488388062,1.2630841637049183e-05,0.6801136493682861,0.0012562996653223105,236
2026-04-16T20:33:06.591644,german,4,23,2,767,ffnn_1h_4,1,4,0.6354166865348816,0.0,0.6683197140693664,4.717646447506051e-06,0.7604166865348816,0.0,28
2026-04-16T20:33:31.935022,german,4,23,2,767,ffnn_1h_8,1,8,0.6354166865348816,0.0,0.6683201432228089,5.720630112972703e-06,0.7604166865348816,0.0,52
2026-04-16T20:33:57.153907,german,4,23,2,767,ffnn_1h_16,1,16,0.6354166865348816,0.0,0.6683199882507325,5.461867322843046e-06,0.7604166865348816,0.0,100
2026-04-16T20:34:24.147695,german,8,23,2,767,ffnn_1h_4,1,4,0.6416666865348816,0.01062296121647664,0.6597585797309875,0.0005762042111810448,0.7708333492279053,0.01613741521934887,48
2026-04-16T20:34:50.555087,german,8,23,2,767,ffnn_1h_8,1,8,0.6520833492279052,0.010622951864925439,0.65899498462677,0.00030156443131881724,0.7520833492279053,0.024116315209618717,88
2026-04-16T20:35:16.445378,german,8,23,2,767,ffnn_1h_16,1,16,0.6520833492279052,0.010622951864925439,0.6595502495765686,0.0008646064726012909,0.7520833611488342,0.02019865910512343,168
2026-04-16T20:35:45.006226,german,12,23,2,767,ffnn_1h_4,1,4,0.6145833373069763,0.01743042196887285,0.6613422751426696,0.001068135932419538,0.7333333611488342,0.005103113364196021,68
2026-04-16T20:36:12.918252,german,12,23,2,767,ffnn_1h_8,1,8,0.6083333492279053,0.012500007947298601,0.6612756848335266,0.0009632290153021899,0.7354166984558106,0.005103113364196021,124
2026-04-16T20:36:41.336242,german,12,23,2,767,ffnn_1h_16,1,16,0.6083333492279053,0.012500007947298601,0.6611862301826477,0.001100733073846029,0.7333333611488342,0.005103113364196021,236
2026-04-16T20:38:32.697975,churn,4,40,2,5634,ffnn_1h_4,1,4,0.7361701726913452,0.0,0.6258583664894104,0.0,0.7073863744735718,0.0,28
2026-04-16T20:40:20.224776,churn,4,40,2,5634,ffnn_1h_8,1,8,0.7361701726913452,0.0,0.6258583664894104,0.0,0.7073863744735718,0.0,52
2026-04-16T20:42:09.292280,churn,4,40,2,5634,ffnn_1h_16,1,16,0.7361701726913452,0.0,0.6258583664894104,0.0,0.7073863744735718,0.0,100
2026-04-16T20:44:02.171817,churn,8,40,2,5634,ffnn_1h_4,1,4,0.7741843700408936,0.0005673885345458985,0.6086026906967164,7.59394463893073e-05,0.765625,0.0,48
2026-04-16T20:45:59.037616,churn,8,40,2,5634,ffnn_1h_8,1,8,0.7741843700408936,0.0005673885345458985,0.6086026906967164,7.59394463893073e-05,0.765625,0.0,88
2026-04-16T20:51:23.049474,churn,8,40,2,5634,ffnn_1h_16,1,16,0.7741843700408936,0.0005673885345458985,0.6086027026176453,7.594569266637355e-05,0.765625,0.0,168
2026-04-16T20:53:48.939574,churn,12,40,2,5634,ffnn_1h_4,1,4,0.7773049473762512,0.0,0.6068359255790711,0.00010437101512020391,0.768181848526001,0.0005681753158569336,68
2026-04-16T20:55:53.073583,churn,12,40,2,5634,ffnn_1h_8,1,8,0.7773049473762512,0.0,0.6068359375,0.00010436716180315029,0.768181848526001,0.0005681753158569336,124
2026-04-16T20:58:03.160676,churn,12,40,2,5634,ffnn_1h_16,1,16,0.7773049473762512,0.0,0.6068359255790711,0.00010437101512020391,0.768181848526001,0.0005681753158569336,236
2026-04-16T20:58:20.762646,sonar,4,60,2,166,ffnn_1h_4,1,4,0.8380952477455139,0.023328472350306783,0.6419454455375672,0.0006637822570756192,0.6857143044471741,0.023328472350306783,28
2026-04-16T20:58:35.633705,sonar,4,60,2,166,ffnn_1h_8,1,8,0.8190476298332214,0.01904761791229248,0.6417049884796142,0.0005141109543853184,0.6857143044471741,0.023328472350306783,52
2026-04-16T20:58:54.029502,sonar,4,60,2,166,ffnn_1h_16,1,16,0.8190476298332214,0.01904761791229248,0.6419955968856812,0.0007748543825284068,0.6952381134033203,0.023328472350306783,100
2026-04-16T20:59:10.900683,sonar,8,60,2,166,ffnn_1h_4,1,4,0.8476190567016602,0.01904761791229248,0.6199537873268127,0.0013317055621304087,0.800000011920929,0.01904761791229248,48
2026-04-16T20:59:26.421842,sonar,8,60,2,166,ffnn_1h_8,1,8,0.8571428656578064,0.0,0.6199511885643005,0.001589514215062473,0.800000011920929,0.01904761791229248,88
2026-04-16T20:59:41.430630,sonar,8,60,2,166,ffnn_1h_16,1,16,0.8476190567016602,0.01904761791229248,0.6208309292793274,0.002217914791629311,0.7904762029647827,0.023328472350306783,168
2026-04-16T20:59:58.871983,sonar,12,60,2,166,ffnn_1h_4,1,4,0.8666666746139526,0.01904761791229248,0.6146664381027221,0.0005040271047701926,0.800000011920929,0.01904761791229248,68
2026-04-16T21:00:18.605319,sonar,12,60,2,166,ffnn_1h_8,1,8,0.8571428656578064,0.03011692830173279,0.6152634501457215,0.0012314583220711553,0.7904762029647827,0.023328472350306783,124
2026-04-16T21:00:41.334717,sonar,12,60,2,166,ffnn_1h_16,1,16,0.8571428656578064,0.03011692830173279,0.6151713252067565,0.002161429934428781,0.7904762029647827,0.023328472350306783,236
2026-04-16T21:03:19.711508,fico,4,23,2,8367,ffnn_1h_4,1,4,0.6275334477424621,0.00260767764525826,0.6807453632354736,8.744805425148213e-05,0.5990439772605896,0.0014308527387418897,28
2026-04-16T21:05:53.912591,fico,4,23,2,8367,ffnn_1h_8,1,8,0.6275334477424621,0.00260767764525826,0.6807453632354736,8.744805425148213e-05,0.5990439772605896,0.0014308527387418897,52
2026-04-16T21:08:31.241251,fico,4,23,2,8367,ffnn_1h_16,1,16,0.6275334477424621,0.00260767764525826,0.6807453632354736,8.744805425148213e-05,0.5990439772605896,0.0014308527387418897,100
2026-04-16T21:11:13.012385,fico,8,23,2,8367,ffnn_1h_4,1,4,0.7221797227859497,0.004038002601276715,0.6653720378875733,0.00015322613042263755,0.6988527536392212,0.0020053656698786125,48
2026-04-16T21:13:52.331043,fico,8,23,2,8367,ffnn_1h_8,1,8,0.7221797227859497,0.004038002601276715,0.6653720617294312,0.0001532390575094112,0.6988527536392212,0.0020053656698786125,88
2026-04-16T21:16:35.544771,fico,8,23,2,8367,ffnn_1h_16,1,16,0.7221797227859497,0.004038002601276715,0.6653720617294312,0.0001532390575094112,0.6988527536392212,0.0020053656698786125,168
2026-04-16T21:19:31.838625,fico,12,23,2,8367,ffnn_1h_4,1,4,0.7256214022636414,0.0017101961290887774,0.6616569399833679,0.00012480414787705208,0.7030592679977417,0.001968567369594007,68
2026-04-16T21:22:25.092060,fico,12,23,2,8367,ffnn_1h_8,1,8,0.7256214022636414,0.0017101961290887774,0.6616569519042969,0.00012478678791328198,0.7030592679977417,0.001968567369594007,124
2026-04-16T21:25:18.318000,fico,12,23,2,8367,ffnn_1h_16,1,16,0.7256214022636414,0.0017101961290887774,0.6616569519042969,0.00012477658944543615,0.7030592679977417,0.001968567369594007,236
2026-04-16T21:28:41.900247,drybean,4,16,7,10888,ffnn_1h_4,1,4,0.6574155688285828,0.0035546916599775587,1.902744507789612,2.559669682225032e-05,0.6146950721740723,0.0033702795643021986,28
2026-04-16T21:32:02.399834,drybean,4,16,7,10888,ffnn_1h_8,1,8,0.6574155688285828,0.0035546916599775587,1.902744507789612,2.559669682225032e-05,0.6146950721740723,0.0033702795643021986,52
2026-04-16T21:35:23.351512,drybean,4,16,7,10888,ffnn_1h_16,1,16,0.6574155688285828,0.0035546916599775587,1.902744507789612,2.559669682225032e-05,0.6146950721740723,0.0033702795643021986,100
2026-04-16T21:38:44.635319,drybean,8,16,7,10888,ffnn_1h_4,1,4,0.8298091053962707,0.0021481133104624957,1.8784400463104247,5.221820837693029e-05,0.8192505359649658,0.0024146450130282577,48
2026-04-16T21:42:05.622499,drybean,8,16,7,10888,ffnn_1h_8,1,8,0.8298091053962707,0.0021481133104624957,1.8784400463104247,5.221820837693029e-05,0.8192505359649658,0.0024146450130282577,88
2026-04-16T21:45:23.262133,drybean,8,16,7,10888,ffnn_1h_16,1,16,0.8298091053962707,0.0021481133104624957,1.878440022468567,5.218862342230935e-05,0.8192505359649658,0.0024146450130282577,168
2026-04-16T21:51:36.579544,drybean,12,16,7,10888,ffnn_1h_4,1,4,0.8710719466209411,0.0009959309188382274,1.8646104335784912,4.863814979782748e-05,0.8775899887084961,0.0007492973034865649,68
2026-04-16T21:55:24.863271,drybean,12,16,7,10888,ffnn_1h_8,1,8,0.8710719466209411,0.0009959309188382274,1.8646104335784912,4.863814979782748e-05,0.8775899887084961,0.0007492973034865649,124
2026-04-16T21:59:04.266477,drybean,12,16,7,10888,ffnn_1h_16,1,16,0.8710719466209411,0.0009959309188382274,1.864610505104065,4.8676911827184646e-05,0.8775899887084961,0.0007492973034865649,236
2026-04-16T22:01:39.599182,avila,4,10,12,8344,ffnn_1h_4,1,4,0.4106543958187103,0.0,2.470713996887207,3.544667728432808e-06,0.4185043275356293,0.0,28
2026-04-16T22:04:12.555679,avila,4,10,12,8344,ffnn_1h_8,1,8,0.4106543958187103,0.0,2.470713996887207,3.544667728432808e-06,0.4185043275356293,0.0,52
2026-04-16T22:06:46.517552,avila,4,10,12,8344,ffnn_1h_16,1,16,0.4106543958187103,0.0,2.470713996887207,3.544667728432808e-06,0.4185043275356293,0.0,100
2026-04-16T22:09:27.085825,avila,8,10,12,8344,ffnn_1h_4,1,4,0.4106543958187103,0.0,2.470003128051758,1.6722645826173295e-05,0.4185043275356293,0.0,48
2026-04-16T22:12:07.407485,avila,8,10,12,8344,ffnn_1h_8,1,8,0.4112867653369904,0.0012647390365600586,2.470010280609131,1.9889883305431418e-05,0.41907958984375,0.001150524616241455,88
2026-04-16T22:14:41.881351,avila,8,10,12,8344,ffnn_1h_16,1,16,0.4106543958187103,0.0,2.470003128051758,1.6722645826173295e-05,0.4185043275356293,0.0,168
2026-04-16T22:17:21.763071,avila,10,10,12,8344,ffnn_1h_4,1,4,0.4118808090686798,0.0015020433381068145,2.469962215423584,1.3052279496800398e-05,0.4196548521518707,0.0014090991231514981,58
2026-04-16T22:20:15.645943,avila,10,10,12,8344,ffnn_1h_8,1,8,0.4112676024436951,0.0012264132499694826,2.4699568271636965,7.50227163059414e-06,0.41907958984375,0.001150524616241455,106
2026-04-16T22:25:01.515951,avila,10,10,12,8344,ffnn_1h_16,1,16,0.4118808090686798,0.0015020433381068145,2.469962215423584,1.3052279496800398e-05,0.4196548521518707,0.0014090991231514981,202
2026-04-16T22:25:41.557576,banknote,4,4,2,1097,ffnn_1h_4,1,4,0.943478274345398,0.002898550033569336,0.5796338081359863,6.221323248240167e-05,0.9445255398750305,0.0058394223451728455,28
2026-04-16T22:26:13.051961,banknote,4,4,2,1097,ffnn_1h_8,1,8,0.9463768243789673,0.003549984288085962,0.5796340465545654,0.00010123874865985184,0.9459854006767273,0.005839419364929199,52
2026-04-16T22:26:45.260398,banknote,4,4,2,1097,ffnn_1h_16,1,16,0.9463768243789673,0.003549984288085962,0.5795950055122375,0.00012088322535049842,0.9459854006767273,0.005839419364929199,100
2026-04-16T22:28:29.868005,wine,4,11,7,5197,ffnn_1h_4,1,4,0.5003076910972595,0.002040991841885167,1.9128448247909546,1.0507904995781278e-05,0.5326153755187988,0.0015073723733657982,28
2026-04-16T22:30:07.215687,wine,4,11,7,5197,ffnn_1h_8,1,8,0.5003076910972595,0.002040991841885167,1.9128448247909546,1.0507904995781278e-05,0.5326153755187988,0.0015073723733657982,52
2026-04-16T22:32:11.635048,wine,4,11,7,5197,ffnn_1h_16,1,16,0.5003076910972595,0.002040991841885167,1.9128448247909546,1.0507904995781278e-05,0.5326153755187988,0.0015073723733657982,100
2026-04-16T22:34:04.992793,wine,8,11,7,5197,ffnn_1h_4,1,4,0.48799999356269835,0.0022610699156822957,1.9154129505157471,6.836670943704107e-06,0.4867692232131958,0.0007536861866828991,48
2026-04-16T22:35:42.939220,wine,8,11,7,5197,ffnn_1h_8,1,8,0.48799999356269835,0.0022610699156822957,1.91541268825531,6.7390267149384374e-06,0.4867692232131958,0.0007536861866828991,88
2026-04-16T22:37:23.491232,wine,8,11,7,5197,ffnn_1h_16,1,16,0.4883076846599579,0.0020868739791797893,1.915413212776184,6.9725104815191685e-06,0.4870769143104553,0.0007536861866828991,168
2026-04-16T22:39:06.976749,wine,11,11,7,5197,ffnn_1h_4,1,4,0.5243077158927918,0.0011512746669056677,1.910477614402771,2.0771636332170497e-05,0.5455384612083435,0.0012307643890380861,63
2026-04-16T22:40:50.942018,wine,11,11,7,5197,ffnn_1h_8,1,8,0.5243077158927918,0.0011512746669056677,1.9104776620864867,2.0712990551552492e-05,0.5455384612083435,0.0012307643890380861,115
2026-04-16T22:42:36.573415,wine,11,11,7,5197,ffnn_1h_16,1,16,0.5243077158927918,0.0011512746669056677,1.9104776620864867,2.0712990551552492e-05,0.5455384612083435,0.0012307643890380861,219
2026-04-16T22:43:11.233439,yeast,4,8,10,1187,ffnn_1h_4,1,4,0.5395973086357116,0.003287912554116762,2.2760793209075927,3.023448411673254e-05,0.42297298908233644,0.003310119301045295,28
2026-04-16T22:43:45.138178,yeast,4,8,10,1187,ffnn_1h_8,1,8,0.5395973086357116,0.003287912554116762,2.276098442077637,5.80944234353522e-05,0.42297298908233644,0.003310119301045295,52
2026-04-16T22:44:22.368451,yeast,4,8,10,1187,ffnn_1h_16,1,16,0.5382550239562989,0.0026845693588256835,2.2760840892791747,1.3268245624372381e-05,0.4243243396282196,0.0027027010917663576,100
2026-04-16T22:45:03.389244,yeast,8,8,10,1187,ffnn_1h_4,1,4,0.6013422846794129,0.0032879125541167625,2.2724531650543214,3.709339516180956e-05,0.5567567706108093,0.0033101047009486944,48
2026-04-16T22:45:41.343293,yeast,8,8,10,1187,ffnn_1h_8,1,8,0.6013422846794129,0.0032879125541167625,2.272449016571045,3.7853482868498426e-05,0.5567567706108093,0.0033101047009486944,88
2026-04-16T22:46:16.744064,yeast,8,8,10,1187,ffnn_1h_16,1,16,0.6013422846794129,0.0032879125541167625,2.272451877593994,4.287771058369238e-05,0.5567567706108093,0.0033101047009486944,168
2026-04-16T22:46:35.473571,glass,4,9,6,171,ffnn_1h_4,1,4,0.7272727489471436,0.0,1.7405168294906617,0.00021379434952836405,0.523809552192688,0.0,28
