dataset,depth,approach,hidden_layers,hidden_size,run_idx,seed,test_acc,test_ce,val_acc,val_ce
car,4,ffnn_1h_8,1,8,2,1318,0.8034681677818298,1.2600255012512207,0.7919074892997742,1.2558995485305786
car,4,ffnn_1h_8,1,8,3,1360,0.8034681677818298,1.2599798440933228,0.7919074892997742,1.2558633089065552
car,4,ffnn_1h_8,1,8,4,1402,0.8034681677818298,1.2599912881851196,0.7919074892997742,1.2558679580688477
car,4,ffnn_1h_8,1,8,5,1444,0.8034681677818298,1.259994387626648,0.7919074892997742,1.255874514579773
car,4,ffnn_1h_16,1,16,1,1276,0.8034681677818298,1.25999915599823,0.7919074892997742,1.2558785676956177
car,4,ffnn_1h_16,1,16,2,1318,0.8034681677818298,1.2600270509719849,0.7919074892997742,1.2559006214141846
car,4,ffnn_1h_16,1,16,3,1360,0.8034681677818298,1.259979248046875,0.7919074892997742,1.2558623552322388
car,4,ffnn_1h_16,1,16,4,1402,0.8034681677818298,1.2600023746490479,0.7919074892997742,1.2558770179748535
car,4,ffnn_1h_16,1,16,5,1444,0.8034681677818298,1.2599949836730957,0.7919074892997742,1.255874752998352
car,6,ffnn_1h_4,1,4,1,1276,0.7341040372848511,1.2716856002807617,0.7572253942489624,1.2632184028625488
car,6,ffnn_1h_4,1,4,2,1318,0.7341040372848511,1.271713137626648,0.7572253942489624,1.263228178024292
car,6,ffnn_1h_4,1,4,3,1360,0.7572253942489624,1.2705727815628052,0.7572253942489624,1.2655407190322876
car,6,ffnn_1h_4,1,4,4,1402,0.7341040372848511,1.2716771364212036,0.7572253942489624,1.2632009983062744
car,6,ffnn_1h_4,1,4,5,1444,0.7341040372848511,1.271659016609192,0.7572253942489624,1.2631855010986328
car,6,ffnn_1h_8,1,8,1,1276,0.7341040372848511,1.2716846466064453,0.7572253942489624,1.263216495513916
car,6,ffnn_1h_8,1,8,2,1318,0.7341040372848511,1.2716999053955078,0.7572253942489624,1.2632204294204712
car,6,ffnn_1h_8,1,8,3,1360,0.7572253942489624,1.2705715894699097,0.7572253942489624,1.265542984008789
car,6,ffnn_1h_8,1,8,4,1402,0.7341040372848511,1.271679162979126,0.7572253942489624,1.2632017135620117
car,6,ffnn_1h_8,1,8,5,1444,0.7341040372848511,1.2716715335845947,0.7572253942489624,1.2631946802139282
car,6,ffnn_1h_16,1,16,1,1276,0.7341040372848511,1.2716968059539795,0.7572253942489624,1.2632263898849487
car,6,ffnn_1h_16,1,16,2,1318,0.7341040372848511,1.2717195749282837,0.7572253942489624,1.2632335424423218
car,6,ffnn_1h_16,1,16,3,1360,0.7572253942489624,1.2705737352371216,0.7572253942489624,1.2655434608459473
car,6,ffnn_1h_16,1,16,4,1402,0.7341040372848511,1.2717019319534302,0.7572253942489624,1.2632209062576294
car,6,ffnn_1h_16,1,16,5,1444,0.7341040372848511,1.2716869115829468,0.7572253942489624,1.2632073163986206
pima,4,ffnn_1h_4,1,4,1,1276,0.7662337422370911,0.6388339400291443,0.7922077775001526,0.6308642029762268
pima,4,ffnn_1h_4,1,4,2,1318,0.7662337422370911,0.6394239068031311,0.7792207598686218,0.6301450133323669
pima,4,ffnn_1h_4,1,4,3,1360,0.7662337422370911,0.639117419719696,0.7792207598686218,0.629763126373291
pima,4,ffnn_1h_4,1,4,4,1402,0.7402597665786743,0.6406214833259583,0.7792207598686218,0.6314988136291504
pima,4,ffnn_1h_4,1,4,5,1444,0.7532467246055603,0.6397688984870911,0.7792207598686218,0.6290683746337891
pima,4,ffnn_1h_8,1,8,1,1276,0.7662337422370911,0.6389945149421692,0.7922077775001526,0.630119800567627
pima,4,ffnn_1h_8,1,8,2,1318,0.7662337422370911,0.6394152045249939,0.7792207598686218,0.6300386190414429
pima,4,ffnn_1h_8,1,8,3,1360,0.7662337422370911,0.6388957500457764,0.7792207598686218,0.6304981112480164
pima,4,ffnn_1h_8,1,8,4,1402,0.7532467246055603,0.6407088041305542,0.7792207598686218,0.6322671175003052
pima,4,ffnn_1h_8,1,8,5,1444,0.7532467246055603,0.6403868198394775,0.7792207598686218,0.6288896799087524
pima,4,ffnn_1h_16,1,16,1,1276,0.7532467246055603,0.6390235424041748,0.7922077775001526,0.6307938098907471
pima,4,ffnn_1h_16,1,16,2,1318,0.7662337422370911,0.6394273042678833,0.7792207598686218,0.6300384402275085
pima,4,ffnn_1h_16,1,16,3,1360,0.7662337422370911,0.6388711929321289,0.7792207598686218,0.6304219961166382
pima,4,ffnn_1h_16,1,16,4,1402,0.7402597665786743,0.6404813528060913,0.7792207598686218,0.6314220428466797
pima,4,ffnn_1h_16,1,16,5,1444,0.7532467246055603,0.6404981017112732,0.7792207598686218,0.6291530132293701
