timestamp,dataset,run_idx,seed,model,test_acc,test_ce,val_acc,val_ce,final_train_acc,final_train_ce
2026-02-23T17:47:50.267357,car,1,1276,classical,0.7167630195617676,1.2941755056381226,0.7225433588027954,1.2888596057891846,0.7272069454193115,1.2922039031982422
2026-02-23T17:48:53.507885,car,1,1276,quantum,0.7283236980438232,1.287358045578003,0.7283236980438232,1.2812050580978394,0.728654146194458,1.288074016571045
2026-02-23T17:48:54.784973,car,2,1318,classical,0.7225433588027954,1.291969656944275,0.7225433588027954,1.2874271869659424,0.7250362038612366,1.2911080121994019
2026-02-23T17:49:57.882833,car,2,1318,quantum,0.7167630195617676,1.287685513496399,0.7283236980438232,1.2824667692184448,0.728654146194458,1.2887026071548462
2026-02-23T17:49:58.888275,car,3,1360,classical,0.7341040372848511,1.2923932075500488,0.7398843765258789,1.2874432802200317,0.7250362038612366,1.2915838956832886
2026-02-23T17:51:01.087911,car,3,1360,quantum,0.7283236980438232,1.2872021198272705,0.7283236980438232,1.2814269065856934,0.728654146194458,1.2883906364440918
