timestamp,dataset,num_runs,num_features_total,num_classical,num_quantum,num_obt,obt_features,num_dndt,dndt_features,mean_oblivious_test_acc,std_oblivious_test_acc,mean_oblivious_test_ce,std_oblivious_test_ce,mean_oblivious_val_acc,std_oblivious_val_acc,mean_oblivious_val_ce,std_oblivious_val_ce,mean_dndt_test_acc,std_dndt_test_acc,mean_dndt_test_ce,std_dndt_test_ce,mean_dndt_val_acc,std_dndt_val_acc,mean_dndt_val_ce,std_dndt_val_ce,mean_delta_test_acc_dndt_minus_oblivious,mean_delta_val_acc_dndt_minus_oblivious,num_samples_train,num_samples_val,num_samples_test,num_classes
2026-02-26T12:05:21.794568,sonar,3,60,5,5,10,10,10,10,0.841269850730896,0.05939138355164733,0.6251352628072103,0.0018411518055271225,0.9047619104385376,0.0,0.6342854897181193,0.003135712428285963,0.761904776096344,0.038880787250511306,0.425921231508255,0.03965225601725982,0.841269850730896,0.02244783298538727,0.4015909632047017,0.028532739663727446,-0.079365074634552,-0.0634920597076416,166,21,21,2
