timestamp,dataset,run_idx,seed,num_features_total,num_classical,num_quantum,obt_features,num_dndt,dndt_features,oblivious_test_acc,oblivious_test_ce,oblivious_val_acc,oblivious_val_ce,dndt_test_acc,dndt_test_ce,dndt_val_acc,dndt_val_ce,delta_test_acc_dndt_minus_oblivious,delta_val_acc_dndt_minus_oblivious
2026-02-26T11:31:27.419062,heart,1,1276,20,5,5,10,10,10,0.707317054271698,0.6339588761329651,0.8999999761581421,0.5674701929092407,0.6829268336296082,0.7108446359634399,0.8999999761581421,0.2859153747558594,-0.024390220642089844,0.0
2026-02-26T11:33:58.494191,heart,2,1318,20,5,5,10,10,10,0.6829268336296082,0.6276541948318481,0.875,0.5718746185302734,0.707317054271698,0.7203041911125183,0.8999999761581421,0.29260316491127014,0.024390220642089844,0.02499997615814209
2026-02-26T11:36:33.881912,heart,3,1360,20,5,5,10,10,10,0.7560975551605225,0.6387090682983398,0.8999999761581421,0.5628321766853333,0.707317054271698,0.6261562705039978,0.875,0.2832716703414917,-0.04878050088882446,-0.02499997615814209
