timestamp,dataset,num_runs,num_classical,num_quantum,mean_test_acc,std_test_acc,mean_test_ce,std_test_ce,mean_val_acc,std_val_acc,mean_val_ce,std_val_ce,num_samples_train,num_samples_val,num_samples_test,num_features,num_classes
2026-02-25T18:52:02.331778,banknote,3,3,3,0.9371980826059977,0.0034159739739089545,0.5815418163935343,0.0002949101310003502,0.9172749320665995,0.003440896810328396,0.5789923866589864,0.00019202650179213175,1097,137,138,4,2
