timestamp,dataset,num_runs,num_features_total,num_classical,num_quantum,num_obt,obt_features,num_dndt,dndt_features,mean_oblivious_test_acc,std_oblivious_test_acc,mean_oblivious_test_ce,std_oblivious_test_ce,mean_oblivious_val_acc,std_oblivious_val_acc,mean_oblivious_val_ce,std_oblivious_val_ce,mean_dndt_test_acc,std_dndt_test_acc,mean_dndt_test_ce,std_dndt_test_ce,mean_dndt_val_acc,std_dndt_val_acc,mean_dndt_val_ce,std_dndt_val_ce,mean_delta_test_acc_dndt_minus_oblivious,mean_delta_val_acc_dndt_minus_oblivious,num_samples_train,num_samples_val,num_samples_test,num_classes
2026-02-26T11:36:33.882024,heart,3,20,5,5,10,10,10,10,0.7154471476872762,0.030419976293527613,0.6334407130877177,0.004527981636162011,0.8916666507720947,0.011785101780616189,0.5673923293749491,0.003691971982311585,0.6991869807243347,0.011497660273771892,0.6857683658599854,0.04232865247444201,0.8916666507720947,0.011785101780616189,0.2872634033362071,0.003927007640814806,-0.016260166962941486,0.0,189,40,41,2
