timestamp,dataset,run_idx,seed,num_features_total,num_classical,num_quantum,obt_features,num_dndt,dndt_features,oblivious_test_acc,oblivious_test_ce,oblivious_val_acc,oblivious_val_ce,dndt_test_acc,dndt_test_ce,dndt_val_acc,dndt_val_ce,delta_test_acc_dndt_minus_oblivious,delta_val_acc_dndt_minus_oblivious
2026-02-26T11:51:42.255250,sonar,1,1276,60,5,5,10,10,10,0.8571428656578064,0.6241520047187805,0.9047619104385376,0.6361634135246277,0.7142857313156128,0.4751424193382263,0.8095238208770752,0.3849857747554779,-0.1428571343421936,-0.0952380895614624
2026-02-26T11:58:35.217761,sonar,2,1318,60,5,5,10,10,10,0.761904776096344,0.6235389113426208,0.9047619104385376,0.629867434501648,0.761904776096344,0.42457881569862366,0.8571428656578064,0.44174283742904663,0.0,-0.0476190447807312
2026-02-26T12:05:21.794468,sonar,3,1360,60,5,5,10,10,10,0.9047619104385376,0.6277148723602295,0.9047619104385376,0.6368256211280823,0.8095238208770752,0.37804245948791504,0.8571428656578064,0.3780442774295807,-0.0952380895614624,-0.0476190447807312
