timestamp,dataset,depth,num_features,num_classes,num_samples_train,approach,optimizer,learning_rate,test_acc_mean,test_acc_std,test_ce_mean,test_ce_std,val_acc_mean,val_acc_std
2026-04-17T05:29:04.693889,heart,4,20,2,189,ffnn_0layer,adam,0.05,0.5609756112098694,0.0,0.6650796055793762,0.00014146326553971374,0.625,0.0
2026-04-17T05:29:28.985439,heart,4,20,2,189,ffnn_0layer,adam,0.1,0.5609756112098694,0.0,0.6652726531028748,0.0006988026051711209,0.625,0.0
2026-04-17T05:29:44.543847,heart,4,20,2,189,ffnn_0layer,sgd,0.001,0.5560975551605225,0.009756112098693847,0.6660123467445374,0.0015691863778506626,0.6399999976158142,0.02999999523162842
2026-04-17T05:30:02.791695,heart,4,20,2,189,ffnn_0layer,sgd,0.005,0.5560975551605225,0.009756112098693847,0.6660083651542663,0.0015673169700672173,0.6399999976158142,0.02999999523162842
2026-04-17T05:30:24.219238,heart,4,20,2,189,ffnn_0layer,sgd,0.01,0.5560975551605225,0.009756112098693847,0.6660032987594604,0.001564745573153486,0.6399999976158142,0.02999999523162842
2026-04-17T05:30:40.686435,heart,4,20,2,189,ffnn_0layer,sgd,0.05,0.5512195110321045,0.019512200355529787,0.6659607529640198,0.001537655998589193,0.6399999976158142,0.02999999523162842
2026-04-17T05:31:14.256342,heart,4,20,2,189,ffnn_0layer,sgd,0.1,0.5658536553382874,0.009756088256835938,0.6659026861190795,0.001487857050040015,0.6450000047683716,0.04000000953674317
2026-04-17T05:31:32.943719,heart,4,20,2,189,sampler,adam,0.001,0.5609756112098694,0.0,0.6652889013290405,0.0004510574293949997,0.625,0.0
2026-04-17T05:31:54.838082,heart,4,20,2,189,sampler,adam,0.005,0.5609756112098694,0.0,0.6647355079650878,9.278070110283521e-05,0.625,0.0
2026-04-17T05:32:17.153722,heart,4,20,2,189,sampler,adam,0.01,0.5609756112098694,0.0,0.6648380637168885,0.00014212115501672538,0.625,0.0
2026-04-17T05:32:38.395595,heart,4,20,2,189,sampler,adam,0.05,0.5609756112098694,0.0,0.6653238534927368,0.0001611298525956181,0.625,0.0
2026-04-17T05:32:57.280691,heart,4,20,2,189,sampler,adam,0.1,0.5609756112098694,0.0,0.6650795578956604,0.00014149272224276102,0.625,0.0
2026-04-17T05:33:16.104177,heart,4,20,2,189,sampler,sgd,0.001,0.5609756112098694,0.0,0.665876054763794,0.0008968092514802818,0.625,0.0
2026-04-17T05:33:32.282655,heart,4,20,2,189,sampler,sgd,0.005,0.5609756112098694,0.0,0.6658730745315552,0.0008947032587662377,0.625,0.0
2026-04-17T05:33:48.133142,heart,4,20,2,189,sampler,sgd,0.01,0.5609756112098694,0.0,0.6658694863319397,0.0008919124083439643,0.625,0.0
2026-04-17T05:34:04.459612,heart,4,20,2,189,sampler,sgd,0.05,0.5609756112098694,0.0,0.6658406734466553,0.0008704083288122965,0.625,0.0
2026-04-17T05:34:19.619739,heart,4,20,2,189,sampler,sgd,0.1,0.5609756112098694,0.0,0.6658054113388061,0.0008438577379225941,0.625,0.0
2026-04-17T05:34:36.237673,heart,8,20,2,189,ffnn_0layer,adam,0.001,0.7560975551605225,0.0,0.6248996376991272,0.001938675421213282,0.775000023841858,0.01581139207057737
2026-04-17T05:34:53.458688,heart,8,20,2,189,ffnn_0layer,adam,0.005,0.7560975551605225,0.0,0.6213597297668457,0.00032376424148088795,0.7750000357627869,0.0
2026-04-17T05:35:11.270909,heart,8,20,2,189,ffnn_0layer,adam,0.01,0.7560975551605225,0.0,0.6214647769927979,0.0006044042548698197,0.7750000357627869,0.0
2026-04-17T05:35:28.251566,heart,8,20,2,189,ffnn_0layer,adam,0.05,0.7560975551605225,0.0,0.6213007926940918,0.0003612940832888758,0.7750000357627869,0.0
2026-04-17T05:35:44.834728,heart,8,20,2,189,ffnn_0layer,adam,0.1,0.7560975551605225,0.0,0.6215909361839295,0.0004912965865437734,0.7750000357627869,0.0
2026-04-17T05:36:05.284693,heart,8,20,2,189,ffnn_0layer,sgd,0.001,0.7024389863014221,0.02844366723123216,0.6322603583335876,0.004444408677181827,0.7850000143051148,0.025495089619155673
2026-04-17T05:36:22.352263,heart,8,20,2,189,ffnn_0layer,sgd,0.005,0.7024389863014221,0.02844366723123216,0.6321626543998718,0.004425719323254552,0.7850000143051148,0.025495089619155673
2026-04-17T05:36:38.634344,heart,8,20,2,189,ffnn_0layer,sgd,0.01,0.7024389863014221,0.02844366723123216,0.6320403099060059,0.004401576051077763,0.7850000143051148,0.025495089619155673
2026-04-17T05:36:56.388325,heart,8,20,2,189,ffnn_0layer,sgd,0.05,0.7121950864791871,0.03584619935027034,0.6310370564460754,0.0042044292261859805,0.7800000190734864,0.018708288208276046
2026-04-17T05:37:13.417472,heart,8,20,2,189,ffnn_0layer,sgd,0.1,0.7121950864791871,0.03584619935027034,0.629787027835846,0.003932464292237976,0.7600000262260437,0.02999999920527272
2026-04-17T05:37:30.655032,heart,8,20,2,189,sampler,adam,0.001,0.7365853309631347,0.009756112098693847,0.6274842500686646,0.003248764843028773,0.775,0.031622774716820276
2026-04-17T05:37:47.755755,heart,8,20,2,189,sampler,adam,0.005,0.7560975551605225,0.0,0.6221429705619812,0.0004797286401732787,0.7750000357627869,0.0
2026-04-17T05:38:05.126067,heart,8,20,2,189,sampler,adam,0.01,0.7560975551605225,0.0,0.6213754057884217,0.00033147631509568206,0.7750000357627869,0.0
2026-04-17T05:38:21.237891,heart,8,20,2,189,sampler,adam,0.05,0.7560975551605225,0.0,0.6215613961219788,0.0004448491090177948,0.7750000357627869,0.0
2026-04-17T05:38:36.972488,heart,8,20,2,189,sampler,adam,0.1,0.7560975551605225,0.0,0.621301817893982,0.00036204528990846753,0.7750000357627869,0.0
2026-04-17T05:38:53.082301,heart,8,20,2,189,sampler,sgd,0.001,0.6878048419952393,0.02844366723123216,0.6304792404174805,0.00230104254962363,0.775000023841858,0.015811392070577367
2026-04-17T05:39:10.047877,heart,8,20,2,189,sampler,sgd,0.005,0.6878048419952393,0.02844366723123216,0.6304421305656434,0.002314792661172269,0.775000023841858,0.015811392070577367
2026-04-17T05:39:26.274531,heart,8,20,2,189,sampler,sgd,0.01,0.6878048419952393,0.02844366723123216,0.6303957819938659,0.0023319134355896743,0.775000023841858,0.015811392070577367
2026-04-17T05:39:42.960645,heart,8,20,2,189,sampler,sgd,0.05,0.6878048419952393,0.02844366723123216,0.630030632019043,0.0024645543093479334,0.7700000166893005,0.018708294580280598
2026-04-17T05:40:00.231739,heart,8,20,2,189,sampler,sgd,0.1,0.6975609421730041,0.02487326791572543,0.6295856833457947,0.0026169604132296733,0.7700000166893005,0.018708294580280598
2026-04-17T05:40:17.472634,heart,12,20,2,189,ffnn_0layer,adam,0.001,0.6585365533828735,0.0,0.6516893982887269,0.00213126414035013,0.8600000023841858,0.030000015099844655
2026-04-17T05:40:35.781505,heart,12,20,2,189,ffnn_0layer,adam,0.005,0.6585365533828735,0.0,0.652632212638855,0.00016659889361612644,0.8550000190734863,0.009999990463256836
2026-04-17T05:40:54.416242,heart,12,20,2,189,ffnn_0layer,adam,0.01,0.6585365533828735,0.0,0.6520211338996887,0.000372257968706454,0.8550000190734863,0.009999990463256836
2026-04-17T05:41:14.754317,heart,12,20,2,189,ffnn_0layer,adam,0.05,0.6536585092544556,0.009756088256835938,0.6521902680397034,0.000825219854778747,0.8600000143051147,0.01224743703383861
2026-04-17T05:41:31.169145,heart,12,20,2,189,ffnn_0layer,adam,0.1,0.6487804651260376,0.011948719057403523,0.6527665019035339,0.0005375880929738219,0.8600000143051147,0.01224743703383861
2026-04-17T05:41:50.570186,heart,12,20,2,189,ffnn_0layer,sgd,0.001,0.6780487537384033,0.02844366518681155,0.649293577671051,0.005326083343026415,0.8350000023841858,0.01224746623403181
2026-04-17T05:42:08.305821,heart,12,20,2,189,ffnn_0layer,sgd,0.005,0.6780487537384033,0.02844366518681155,0.6493285059928894,0.005309958769295917,0.8350000023841858,0.01224746623403181
2026-04-17T05:42:24.377856,heart,12,20,2,189,ffnn_0layer,sgd,0.01,0.6780487537384033,0.02844366518681155,0.6493722677230835,0.005288873997525171,0.8350000023841858,0.01224746623403181
2026-04-17T05:42:40.826622,heart,12,20,2,189,ffnn_0layer,sgd,0.05,0.6780487537384033,0.02844366518681155,0.6497555136680603,0.005099465917664103,0.8450000166893006,0.010000014305114746
2026-04-17T05:42:58.021318,heart,12,20,2,189,ffnn_0layer,sgd,0.1,0.6731706976890564,0.01951219737530096,0.6502978920936584,0.004818077461837317,0.850000011920929,0.015811392070577367
2026-04-17T05:43:16.463241,heart,12,20,2,189,sampler,adam,0.001,0.6926828861236572,0.011948748257596724,0.6456620812416076,0.0020999343025851847,0.8100000143051147,0.02000000476837158
2026-04-17T05:43:33.224761,heart,12,20,2,189,sampler,adam,0.005,0.6585365533828735,0.0,0.6518471837043762,0.0006919141071806826,0.8500000238418579,0.0
2026-04-17T05:43:50.924755,heart,12,20,2,189,sampler,adam,0.01,0.6585365533828735,0.0,0.6526282668113709,0.00015835223132052703,0.8550000190734863,0.009999990463256836
2026-04-17T05:44:07.577077,heart,12,20,2,189,sampler,adam,0.05,0.6585365533828735,0.0,0.6515157461166382,0.0007519709650055561,0.8500000238418579,0.0
2026-04-17T05:44:24.533623,heart,12,20,2,189,sampler,adam,0.1,0.6536585092544556,0.009756088256835938,0.6521949768066406,0.0008145277724821596,0.8600000143051147,0.01224743703383861
2026-04-17T05:44:41.673401,heart,12,20,2,189,sampler,sgd,0.001,0.6975609421730041,0.011948748257596724,0.6434429287910461,0.002634597641665819,0.7950000166893005,0.018708269092256955
2026-04-17T05:44:57.992098,heart,12,20,2,189,sampler,sgd,0.005,0.6975609421730041,0.011948748257596724,0.643453049659729,0.0026259743492146053,0.7950000166893005,0.018708269092256955
2026-04-17T05:45:14.868471,heart,12,20,2,189,sampler,sgd,0.01,0.6975609421730041,0.011948748257596724,0.6434655785560608,0.0026150630920256488,0.7950000166893005,0.018708269092256955
2026-04-17T05:45:31.522114,heart,12,20,2,189,sampler,sgd,0.05,0.6926828861236572,0.011948748257596722,0.6435727119445801,0.002536297225654041,0.800000011920929,0.015811373221926966
2026-04-17T05:45:48.547361,heart,12,20,2,189,sampler,sgd,0.1,0.6975609421730041,0.011948748257596724,0.6437171339988709,0.002461631097872249,0.8050000071525574,0.009999990463256836
2026-04-17T05:46:09.277438,ecoli,4,6,5,228,ffnn_0layer,adam,0.001,0.6759999990463257,0.008000016212463379,1.5353397130966187,0.000560172039438452,0.555102014541626,0.00816326141357422
2026-04-17T05:46:25.977614,ecoli,4,6,5,228,ffnn_0layer,adam,0.005,0.6759999990463257,0.008000016212463379,1.535485601425171,0.0003030651595131094,0.5510203838348389,0.0
2026-04-17T05:46:44.796780,ecoli,4,6,5,228,ffnn_0layer,adam,0.01,0.671999990940094,0.009797978827264088,1.5355109930038453,0.0004309094741541837,0.5510203838348389,0.0
2026-04-17T05:47:03.179725,ecoli,4,6,5,228,ffnn_0layer,adam,0.05,0.6599999666213989,0.0,1.536271619796753,0.000941917011677657,0.5632652878761292,0.01632654368877819
2026-04-17T05:47:20.335043,ecoli,4,6,5,228,ffnn_0layer,adam,0.1,0.6599999785423278,0.012649117426193662,1.5380826234817504,0.0027616659899924872,0.5673469305038452,0.02379981683687372
2026-04-17T05:47:38.023417,ecoli,4,6,5,228,ffnn_0layer,sgd,0.001,0.6039999842643737,0.06374952978821243,1.5499600410461425,0.006609345462788514,0.4857142746448517,0.05065172758915562
2026-04-17T05:47:55.256561,ecoli,4,6,5,228,ffnn_0layer,sgd,0.005,0.6079999923706054,0.060133198740205646,1.5494790554046631,0.006510080619268978,0.4938775360584259,0.050651728069463324
2026-04-17T05:48:13.578672,ecoli,4,6,5,228,ffnn_0layer,sgd,0.01,0.6079999923706054,0.060133198740205646,1.5488844871520997,0.00637910338403437,0.4938775360584259,0.050651728069463324
2026-04-17T05:48:36.355174,ecoli,4,6,5,228,ffnn_0layer,sgd,0.05,0.6199999809265136,0.048989806535743745,1.5444774150848388,0.005080032667647675,0.497959166765213,0.05258815658598803
2026-04-17T05:48:56.740931,ecoli,4,6,5,228,ffnn_0layer,sgd,0.1,0.643999981880188,0.014966615273805562,1.5401058673858643,0.003030137816875445,0.5510204076766968,0.034149401050899274
2026-04-17T05:49:23.714274,ecoli,4,6,5,228,sampler,adam,0.001,0.6679999828338623,0.009797978827264088,1.5357611417770385,0.00019903532839882018,0.5836734652519227,0.009997941750297078
2026-04-17T05:49:42.884910,ecoli,4,6,5,228,sampler,adam,0.005,0.6759999990463257,0.008000016212463379,1.5354645013809205,0.00017701930698874396,0.5510203838348389,0.0
2026-04-17T05:50:01.810299,ecoli,4,6,5,228,sampler,adam,0.01,0.6759999990463257,0.008000016212463379,1.5354856967926025,0.00030310965713718904,0.5510203838348389,0.0
2026-04-17T05:50:21.404104,ecoli,4,6,5,228,sampler,adam,0.05,0.6679999947547912,0.016000011563305248,1.5356428623199463,0.0005766786216647772,0.5714285612106323,0.01825363409486437
2026-04-17T05:50:41.011290,ecoli,4,6,5,228,sampler,adam,0.1,0.6599999666213989,0.0,1.536271595954895,0.0009419269655311824,0.5632652878761292,0.01632654368877819
2026-04-17T05:51:01.000255,ecoli,4,6,5,228,sampler,sgd,0.001,0.6200000047683716,0.0,1.5403878927230834,0.0013810660107000372,0.5428571343421936,0.03315934222386282
2026-04-17T05:51:22.296774,ecoli,4,6,5,228,sampler,sgd,0.005,0.6200000047683716,0.0,1.5402665615081788,0.0013389705604964777,0.5428571343421936,0.03315934222386282
2026-04-17T05:51:42.530384,ecoli,4,6,5,228,sampler,sgd,0.01,0.6200000047683716,0.0,1.5401172399520875,0.0012886404249531113,0.5428571343421936,0.03315934222386282
2026-04-17T05:52:03.420026,ecoli,4,6,5,228,sampler,sgd,0.05,0.6200000047683716,0.0,1.5390212297439576,0.000977331171323263,0.5632652878761292,0.020812330986399803
2026-04-17T05:52:23.047407,ecoli,4,6,5,228,sampler,sgd,0.1,0.6399999856948853,0.01788852676015352,1.5378836870193482,0.0007992101328410337,0.5469387531280517,0.029993737650311634
2026-04-17T05:52:44.038019,ecoli,6,6,5,228,ffnn_0layer,adam,0.001,0.8279999852180481,0.009797949627070889,1.4864421367645264,0.0007918963786152615,0.9142856955528259,0.00816326141357422
2026-04-17T05:53:08.446678,ecoli,6,6,5,228,ffnn_0layer,adam,0.005,0.8199999928474426,0.0,1.4861628770828248,0.00016396622046485485,0.9102040648460388,0.009997912550103879
2026-04-17T05:53:27.530797,ecoli,6,6,5,228,ffnn_0layer,adam,0.01,0.8239999890327454,0.007999992370605467,1.4862000465393066,0.0003618679195344795,0.9020408034324646,0.008163261413574218
2026-04-17T05:53:48.352884,ecoli,6,6,5,228,ffnn_0layer,adam,0.05,0.8239999890327454,0.007999992370605469,1.4868232488632203,0.0005325599974342201,0.9061224341392518,0.009997912550103879
2026-04-17T05:54:07.138764,ecoli,6,6,5,228,ffnn_0layer,adam,0.1,0.8239999890327454,0.007999992370605467,1.4860935926437377,0.00034634896053638964,0.8857142686843872,0.033159342223862825
2026-04-17T05:54:27.355856,ecoli,6,6,5,228,ffnn_0layer,sgd,0.001,0.7959999680519104,0.014966634389826008,1.5001449584960938,0.009016255030551121,0.7469387650489807,0.03558284249087597
2026-04-17T05:54:45.258984,ecoli,6,6,5,228,ffnn_0layer,sgd,0.005,0.7999999761581421,0.01788855341616499,1.499355411529541,0.008811042223726195,0.7510204076766968,0.03265304565429687
2026-04-17T05:55:04.264775,ecoli,6,6,5,228,ffnn_0layer,sgd,0.01,0.7919999718666076,0.020396074968368313,1.4984063148498534,0.008511721309768669,0.759183669090271,0.03265304565429687
2026-04-17T05:55:23.147818,ecoli,6,6,5,228,ffnn_0layer,sgd,0.05,0.8079999685287476,0.020396084319911686,1.4923373699188232,0.005286433822939937,0.7999999761581421,0.029993737650311634
2026-04-17T05:55:41.776140,ecoli,6,6,5,228,ffnn_0layer,sgd,0.1,0.815999972820282,0.014966640761830564,1.4884921550750732,0.0028484327260370184,0.8489795684814453,0.03315935249541449
2026-04-17T05:56:02.801548,ecoli,6,6,5,228,sampler,adam,0.001,0.8159999847412109,0.008000016212463379,1.4876549005508424,0.0015927807687259573,0.9102040648460388,0.016326522827148436
2026-04-17T05:56:24.230267,ecoli,6,6,5,228,sampler,adam,0.005,0.8199999928474426,0.0,1.4860899686813354,6.765785794401095e-05,0.9142856955528259,0.00816326141357422
2026-04-17T05:56:42.069769,ecoli,6,6,5,228,sampler,adam,0.01,0.8199999928474426,0.0,1.4861637592315673,0.0001650995105604726,0.9102040648460388,0.009997912550103879
2026-04-17T05:57:02.477957,ecoli,6,6,5,228,sampler,adam,0.05,0.8279999852180481,0.009797949627070889,1.486341667175293,0.00040652665579502065,0.9142856955528259,0.00816326141357422
2026-04-17T05:57:22.420654,ecoli,6,6,5,228,sampler,adam,0.1,0.8239999890327454,0.007999992370605469,1.4868232011795044,0.0005325378139922581,0.9061224341392518,0.009997912550103879
2026-04-17T05:57:41.274838,ecoli,6,6,5,228,sampler,sgd,0.001,0.8119999766349792,0.009797978827264088,1.4956301927566529,0.004123791111276723,0.7877550840377807,0.020812314621186982
2026-04-17T05:57:59.351853,ecoli,6,6,5,228,sampler,sgd,0.005,0.8119999766349792,0.009797978827264088,1.4953637599945069,0.004012223352249251,0.7918367147445678,0.02379979230379906
2026-04-17T05:58:18.085594,ecoli,6,6,5,228,sampler,sgd,0.01,0.8159999847412109,0.008000016212463379,1.4950406074523925,0.0038772039589560423,0.795918345451355,0.018253607438852976
2026-04-17T05:58:36.808852,ecoli,6,6,5,228,sampler,sgd,0.05,0.8119999647140503,0.016000011563305248,1.4928229093551635,0.002974982979700334,0.8326530456542969,0.02379981683687372
2026-04-17T05:58:55.870435,ecoli,6,6,5,228,sampler,sgd,0.1,0.815999972820282,0.014966640761830564,1.4908153057098388,0.0022682758260965585,0.8448979496955872,0.027682990929722633
2026-04-17T05:59:42.047214,led7,4,7,8,1794,ffnn_0layer,adam,0.001,0.7558441162109375,0.0,1.9988539218902588,0.0,0.7161458730697632,0.0
2026-04-17T06:00:26.098102,led7,4,7,8,1794,ffnn_0layer,adam,0.005,0.7558441162109375,0.0,1.9988539218902588,0.0,0.7161458730697632,0.0
2026-04-17T06:01:16.582340,led7,4,7,8,1794,ffnn_0layer,adam,0.01,0.7558441162109375,0.0,1.9988539218902588,0.0,0.7161458730697632,0.0
2026-04-17T06:02:24.270366,led7,4,7,8,1794,ffnn_0layer,adam,0.05,0.7558441162109375,0.0,1.9988539218902588,0.0,0.7161458730697632,0.0
2026-04-17T06:03:06.073601,led7,4,7,8,1794,ffnn_0layer,adam,0.1,0.7558441162109375,0.0,1.998853874206543,5.840038639982172e-08,0.7161458730697632,0.0
2026-04-17T06:03:52.144036,led7,4,7,8,1794,ffnn_0layer,sgd,0.001,0.7558441162109375,0.0,1.9990387678146362,0.00010192149142614014,0.7161458730697632,0.0
2026-04-17T06:04:38.764519,led7,4,7,8,1794,ffnn_0layer,sgd,0.005,0.7558441162109375,0.0,1.9990084171295166,8.039342267135886e-05,0.7161458730697632,0.0
2026-04-17T06:05:20.672910,led7,4,7,8,1794,ffnn_0layer,sgd,0.01,0.7558441162109375,0.0,1.9989789247512817,6.151137425606383e-05,0.7161458730697632,0.0
2026-04-17T06:06:00.757194,led7,4,7,8,1794,ffnn_0layer,sgd,0.05,0.7558441162109375,0.0,1.9988862037658692,1.2857461042824758e-05,0.7161458730697632,0.0
2026-04-17T06:06:41.613394,led7,4,7,8,1794,ffnn_0layer,sgd,0.1,0.7558441162109375,0.0,1.9988629341125488,3.611549652406984e-06,0.7161458730697632,0.0
2026-04-17T06:07:20.742942,led7,4,7,8,1794,sampler,adam,0.001,0.7558441162109375,0.0,1.9988540172576905,1.1680077279964342e-07,0.7161458730697632,0.0
2026-04-17T06:08:00.870254,led7,4,7,8,1794,sampler,adam,0.005,0.7558441162109375,0.0,1.9988539218902588,0.0,0.7161458730697632,0.0
2026-04-17T06:08:54.245349,led7,4,7,8,1794,sampler,adam,0.01,0.7558441162109375,0.0,1.9988539218902588,0.0,0.7161458730697632,0.0
2026-04-17T06:09:32.881992,led7,4,7,8,1794,sampler,adam,0.05,0.7558441162109375,0.0,1.998853898048401,4.76837158203125e-08,0.7161458730697632,0.0
2026-04-17T06:10:11.592707,led7,4,7,8,1794,sampler,adam,0.1,0.7558441162109375,0.0,1.9988539218902588,0.0,0.7161458730697632,0.0
2026-04-17T06:10:50.485316,led7,4,7,8,1794,sampler,sgd,0.001,0.7558441162109375,0.0,1.9990750551223755,0.0001264351506209788,0.7161458730697632,0.0
2026-04-17T06:11:29.844009,led7,4,7,8,1794,sampler,sgd,0.005,0.7558441162109375,0.0,1.999052929878235,0.00011157690455839052,0.7161458730697632,0.0
2026-04-17T06:12:08.070034,led7,4,7,8,1794,sampler,sgd,0.01,0.7558441162109375,0.0,1.9990293025970458,9.581999091689621e-05,0.7161458730697632,0.0
2026-04-17T06:12:45.781854,led7,4,7,8,1794,sampler,sgd,0.05,0.7558441162109375,0.0,1.998927855491638,3.5396560433992086e-05,0.7161458730697632,0.0
2026-04-17T06:13:24.431232,led7,4,7,8,1794,sampler,sgd,0.1,0.7558441162109375,0.0,1.9988849878311157,1.392793099528875e-05,0.7161458730697632,0.0
2026-04-17T06:14:08.475681,led7,7,7,8,1794,ffnn_0layer,adam,0.001,0.8025974035263062,0.0,1.9786950588226317,1.2119545962466082e-06,0.7994791865348816,0.0
2026-04-17T06:14:50.825419,led7,7,7,8,1794,ffnn_0layer,adam,0.005,0.8025974035263062,0.0,1.9786887884140014,1.7219038090961255e-06,0.7994791865348816,0.0
2026-04-17T06:15:33.678795,led7,7,7,8,1794,ffnn_0layer,adam,0.01,0.8025974035263062,0.0,1.9786876916885376,2.2258644136397946e-06,0.7994791865348816,0.0
2026-04-17T06:16:28.086638,led7,7,7,8,1794,ffnn_0layer,adam,0.05,0.8025974035263062,0.0,1.9786878108978272,2.1911173307205265e-06,0.7994791865348816,0.0
2026-04-17T06:17:16.002155,led7,7,7,8,1794,ffnn_0layer,adam,0.1,0.8025974035263062,0.0,1.9786882877349854,2.855653492595262e-06,0.7994791865348816,0.0
2026-04-17T06:17:57.202523,led7,7,7,8,1794,ffnn_0layer,sgd,0.001,0.7968831062316895,0.00601342412421934,1.9789539098739624,0.0002419387418768424,0.8067708492279053,0.0060290762278915385
2026-04-17T06:18:38.529405,led7,7,7,8,1794,ffnn_0layer,sgd,0.005,0.7968831062316895,0.005784694671032306,1.978934383392334,0.00023549103328446153,0.8072916865348816,0.0054625366124404105
2026-04-17T06:19:32.746380,led7,7,7,8,1794,ffnn_0layer,sgd,0.01,0.7968831062316895,0.005784694671032306,1.9789138078689574,0.00022832332207925894,0.8072916865348816,0.0054625366124404105
2026-04-17T06:20:16.411436,led7,7,7,8,1794,ffnn_0layer,sgd,0.05,0.796363627910614,0.005348384448772561,1.9788127422332764,0.0001797530562989102,0.8072916984558105,0.005705443307353783
2026-04-17T06:20:57.404481,led7,7,7,8,1794,ffnn_0layer,sgd,0.1,0.8025973916053772,0.006773191497752529,1.978750514984131,0.00012384479996358972,0.8010416865348816,0.004830024630193085
2026-04-17T06:21:52.718139,led7,7,7,8,1794,sampler,adam,0.001,0.8025974035263062,0.0,1.9786973237991332,8.24163059919176e-06,0.7994791865348816,0.0
2026-04-17T06:22:35.422747,led7,7,7,8,1794,sampler,adam,0.005,0.8025974035263062,0.0,1.9786908388137818,1.4332903256596695e-06,0.7994791865348816,0.0
2026-04-17T06:23:16.134956,led7,7,7,8,1794,sampler,adam,0.01,0.8025974035263062,0.0,1.9786887884140014,1.7219038090961255e-06,0.7994791865348816,0.0
2026-04-17T06:23:55.115116,led7,7,7,8,1794,sampler,adam,0.05,0.8025974035263062,0.0,1.9786872386932373,2.4062565626220956e-06,0.7994791865348816,0.0
2026-04-17T06:24:45.696289,led7,7,7,8,1794,sampler,adam,0.1,0.8025974035263062,0.0,1.9786878108978272,2.1911173307205265e-06,0.7994791865348816,0.0
2026-04-17T06:25:24.466920,led7,7,7,8,1794,sampler,sgd,0.001,0.8067532300949096,0.002648830096052084,1.9788040399551392,6.679919318668569e-05,0.8000000238418579,0.0019487947569553883
2026-04-17T06:26:04.294413,led7,7,7,8,1794,sampler,sgd,0.005,0.8067532300949096,0.002648830096052084,1.9787914276123046,6.777635115277858e-05,0.8000000238418579,0.0019487947569553883
2026-04-17T06:26:43.338492,led7,7,7,8,1794,sampler,sgd,0.01,0.8067532300949096,0.002648830096052084,1.9787764072418212,6.893194473741987e-05,0.8000000238418579,0.0019487947569553883
2026-04-17T06:27:22.548349,led7,7,7,8,1794,sampler,sgd,0.05,0.8062337517738343,0.0020779132843017577,1.9786937952041626,7.753871447687529e-05,0.8000000238418579,0.0019487947569553883
2026-04-17T06:28:06.204535,led7,7,7,8,1794,sampler,sgd,0.1,0.8072727084159851,0.0019437098973208433,1.9786408424377442,8.218086797411685e-05,0.8000000238418579,0.0019487947569553883
2026-04-17T06:30:35.139357,compas,4,12,2,8446,ffnn_0layer,adam,0.001,0.6967803359031677,0.0007086497426704007,0.6526435971260071,4.670545724431606e-05,0.6685606360435485,0.001339216111513243
2026-04-17T06:33:04.739354,compas,4,12,2,8446,ffnn_0layer,adam,0.005,0.693750011920929,0.001855694178023166,0.6526416778564453,0.00011175945345312729,0.6689394235610961,0.0012845186652568235
2026-04-17T06:35:37.552193,compas,4,12,2,8446,ffnn_0layer,adam,0.01,0.6952651739120483,0.0011043561188197725,0.6526524901390076,0.00014503184320847668,0.6696970105171204,0.0015151545405790888
2026-04-17T06:38:07.023548,compas,4,12,2,8446,ffnn_0layer,adam,0.05,0.6965909361839294,0.002288469279759581,0.652707576751709,0.0001033205487672003,0.6723485112190246,0.006252862983490458
2026-04-17T06:40:37.717823,compas,4,12,2,8446,ffnn_0layer,adam,0.1,0.6962121367454529,0.0021924046495928715,0.6528531789779664,0.00036923908399098213,0.6715909242630005,0.007221852574260272
2026-04-17T06:43:05.527593,compas,4,12,2,8446,ffnn_0layer,sgd,0.001,0.6816288113594056,0.008066487038000189,0.6579914689064026,0.0015168103026442315,0.661931836605072,0.008320413008680966
2026-04-17T06:45:30.715216,compas,4,12,2,8446,ffnn_0layer,sgd,0.005,0.6810606360435486,0.008604407037777182,0.6578171849250793,0.0014600841127498162,0.6630681991577149,0.0068914407638051706
2026-04-17T06:48:07.844707,compas,4,12,2,8446,ffnn_0layer,sgd,0.01,0.6814394116401672,0.00988846909029718,0.6575629591941834,0.0013667744521730055,0.663825786113739,0.006338332832740367
2026-04-17T06:50:31.525694,compas,4,12,2,8446,ffnn_0layer,sgd,0.05,0.691856074333191,0.0012845362417557662,0.6548630595207214,0.0011742072613634708,0.6698863983154297,0.001756361607952162
2026-04-17T06:52:54.374483,compas,4,12,2,8446,ffnn_0layer,sgd,0.1,0.6945075750350952,0.0007575720549509062,0.6527415752410889,2.858788392523221e-05,0.6668560862541199,0.00037879943847656254
2026-04-17T06:55:13.455416,compas,4,12,2,8446,sampler,adam,0.001,0.6965909481048584,0.0004639326695601837,0.6526622653007508,3.106481553013468e-05,0.6672348856925965,0.0004639326695601837
2026-04-17T07:00:54.378432,compas,4,12,2,8446,sampler,adam,0.005,0.6954545617103577,0.0009657364992150333,0.6526388645172119,7.787286413836436e-05,0.6689394235610961,0.0015386539088205807
2026-04-17T07:05:39.805965,compas,4,12,2,8446,sampler,adam,0.01,0.693750011920929,0.001855694178023166,0.6526416778564453,0.00011175945345312729,0.6689394235610961,0.0012845186652568235
2026-04-17T07:10:15.903949,compas,4,12,2,8446,sampler,adam,0.05,0.6960227489471436,0.0020747046786220853,0.6526592373847961,0.00010628003241538774,0.6717803120613098,0.006870588533971283
