dataset,depth,approach,optimizer,learning_rate,run_idx,seed,test_acc,test_ce,val_acc,val_ce
breast,9,ffnn_0layer,adam,0.01,1,1276,1.0,0.5023723840713501,0.9285714626312256,0.5239740610122681
breast,9,ffnn_0layer,adam,0.01,2,1318,1.0,0.5032083988189697,0.9285714626312256,0.5229746103286743
breast,9,ffnn_0layer,adam,0.01,3,1360,0.985714316368103,0.5033928155899048,0.9285714626312256,0.5233801007270813
breast,9,ffnn_0layer,adam,0.01,4,1402,1.0,0.5032739043235779,0.9285714626312256,0.5219218134880066
breast,9,ffnn_0layer,adam,0.01,5,1444,1.0,0.5030127167701721,0.9285714626312256,0.5226942896842957
breast,9,ffnn_0layer,adam,0.05,1,1276,0.985714316368103,0.502873420715332,0.9285714626312256,0.5230978727340698
breast,9,ffnn_0layer,adam,0.05,2,1318,1.0,0.5039944648742676,0.9142857193946838,0.5223017930984497
breast,9,ffnn_0layer,adam,0.05,3,1360,0.985714316368103,0.5020914673805237,0.9285714626312256,0.5234606862068176
breast,9,ffnn_0layer,adam,0.05,4,1402,1.0,0.5038281083106995,0.9285714626312256,0.5226088762283325
breast,9,ffnn_0layer,adam,0.05,5,1444,1.0,0.5011060237884521,0.9285714626312256,0.5232140421867371
breast,9,ffnn_0layer,adam,0.1,1,1276,0.985714316368103,0.5037921667098999,0.9285714626312256,0.5241665244102478
breast,9,ffnn_0layer,adam,0.1,2,1318,0.985714316368103,0.505970299243927,0.9428571462631226,0.5208128690719604
breast,9,ffnn_0layer,adam,0.1,3,1360,1.0,0.5015256404876709,0.9285714626312256,0.5241642594337463
breast,9,ffnn_0layer,adam,0.1,4,1402,1.0,0.5013202428817749,0.9285714626312256,0.5254140496253967
breast,9,ffnn_0layer,adam,0.1,5,1444,1.0,0.5050083994865417,0.9428571462631226,0.5205658078193665
breast,9,ffnn_0layer,sgd,0.001,1,1276,0.9714285731315613,0.5102292895317078,0.9285714626312256,0.5273189544677734
breast,9,ffnn_0layer,sgd,0.001,2,1318,0.9571428894996643,0.5102819204330444,0.9142857193946838,0.5269553065299988
breast,9,ffnn_0layer,sgd,0.001,3,1360,0.9285714626312256,0.5214725136756897,0.9142857193946838,0.5285309553146362
breast,9,ffnn_0layer,sgd,0.001,4,1402,0.9571428894996643,0.5149374008178711,0.9714285731315613,0.5210918188095093
breast,9,ffnn_0layer,sgd,0.001,5,1444,0.985714316368103,0.5106303095817566,0.9428571462631226,0.5246354341506958
breast,9,ffnn_0layer,sgd,0.005,1,1276,0.9714285731315613,0.5101910829544067,0.9285714626312256,0.5274046063423157
breast,9,ffnn_0layer,sgd,0.005,2,1318,0.9571428894996643,0.5102862119674683,0.9142857193946838,0.5268710255622864
breast,9,ffnn_0layer,sgd,0.005,3,1360,0.9285714626312256,0.5214088559150696,0.9142857193946838,0.5284211039543152
breast,9,ffnn_0layer,sgd,0.005,4,1402,0.9571428894996643,0.5149850249290466,0.9714285731315613,0.5211081504821777
breast,9,ffnn_0layer,sgd,0.005,5,1444,0.985714316368103,0.5105293989181519,0.9428571462631226,0.5247626900672913
breast,9,ffnn_0layer,sgd,0.01,1,1276,0.9714285731315613,0.5101429224014282,0.9285714626312256,0.5275087356567383
breast,9,ffnn_0layer,sgd,0.01,2,1318,0.9571428894996643,0.5102904438972473,0.9285714626312256,0.5267655253410339
breast,9,ffnn_0layer,sgd,0.01,3,1360,0.9285714626312256,0.5213268995285034,0.9142857193946838,0.5282853841781616
breast,9,ffnn_0layer,sgd,0.01,4,1402,0.9571428894996643,0.5150443911552429,0.9714285731315613,0.5211274027824402
breast,9,ffnn_0layer,sgd,0.01,5,1444,0.985714316368103,0.5104058980941772,0.9428571462631226,0.5249217748641968
breast,9,ffnn_0layer,sgd,0.05,1,1276,0.9714285731315613,0.5097395777702332,0.9285714626312256,0.5281965136528015
breast,9,ffnn_0layer,sgd,0.05,2,1318,0.9571428894996643,0.5102726817131042,0.9285714626312256,0.5259153246879578
breast,9,ffnn_0layer,sgd,0.05,3,1360,0.9285714626312256,0.520579993724823,0.9285714626312256,0.5272805094718933
breast,9,ffnn_0layer,sgd,0.05,4,1402,0.9714285731315613,0.5154833793640137,0.9714285731315613,0.5212500095367432
breast,9,ffnn_0layer,sgd,0.05,5,1444,0.985714316368103,0.5095341205596924,0.9285714626312256,0.5261749029159546
breast,9,ffnn_0layer,sgd,0.1,1,1276,0.985714316368103,0.5092190504074097,0.9142857193946838,0.5287255048751831
breast,9,ffnn_0layer,sgd,0.1,2,1318,0.9714285731315613,0.5101000070571899,0.9285714626312256,0.5248587727546692
breast,9,ffnn_0layer,sgd,0.1,3,1360,0.9428571462631226,0.5194317102432251,0.9285714626312256,0.5262225270271301
breast,9,ffnn_0layer,sgd,0.1,4,1402,0.9571428894996643,0.5157220959663391,0.9714285731315613,0.5213666558265686
breast,9,ffnn_0layer,sgd,0.1,5,1444,0.985714316368103,0.5087371468544006,0.9285714626312256,0.5275976657867432
breast,9,sampler,adam,0.001,1,1276,0.9571428894996643,0.5103447437286377,0.9142857193946838,0.5330581068992615
breast,9,sampler,adam,0.001,2,1318,0.9714285731315613,0.5059230923652649,0.9142857193946838,0.5319995284080505
breast,9,sampler,adam,0.001,3,1360,0.985714316368103,0.5074998140335083,0.9142857193946838,0.53001469373703
breast,9,sampler,adam,0.001,4,1402,0.9714285731315613,0.5079355239868164,0.8999999761581421,0.5322397351264954
breast,9,sampler,adam,0.001,5,1444,0.9571428894996643,0.5077838897705078,0.9142857193946838,0.5307567119598389
breast,9,sampler,adam,0.005,1,1276,1.0,0.502946138381958,0.9285714626312256,0.5231596231460571
breast,9,sampler,adam,0.005,2,1318,1.0,0.5028133392333984,0.9285714626312256,0.5231987237930298
breast,9,sampler,adam,0.005,3,1360,1.0,0.5027999877929688,0.9285714626312256,0.5234992504119873
breast,9,sampler,adam,0.005,4,1402,1.0,0.5024986267089844,0.9285714626312256,0.5228472948074341
breast,9,sampler,adam,0.005,5,1444,1.0,0.5027379393577576,0.9285714626312256,0.5228803157806396
breast,9,sampler,adam,0.01,1,1276,1.0,0.5027846097946167,0.9285714626312256,0.5238208770751953
breast,9,sampler,adam,0.01,2,1318,1.0,0.5031660795211792,0.9285714626312256,0.5231930613517761
breast,9,sampler,adam,0.01,3,1360,0.985714316368103,0.5029540061950684,0.9285714626312256,0.5235894322395325
breast,9,sampler,adam,0.01,4,1402,1.0,0.5029104351997375,0.9285714626312256,0.5226539373397827
breast,9,sampler,adam,0.01,5,1444,1.0,0.5029633641242981,0.9285714626312256,0.5229449272155762
breast,9,sampler,adam,0.05,1,1276,0.985714316368103,0.5022545456886292,0.9285714626312256,0.5233880281448364
breast,9,sampler,adam,0.05,2,1318,1.0,0.5026589035987854,0.9285714626312256,0.5232018828392029
breast,9,sampler,adam,0.05,3,1360,0.985714316368103,0.5032199025154114,0.9285714626312256,0.5237469673156738
breast,9,sampler,adam,0.05,4,1402,1.0,0.5037679672241211,0.9285714626312256,0.5213875770568848
breast,9,sampler,adam,0.05,5,1444,1.0,0.5021519064903259,0.9285714626312256,0.5230253338813782
breast,9,sampler,adam,0.1,1,1276,0.985714316368103,0.502873420715332,0.9285714626312256,0.5230979323387146
breast,9,sampler,adam,0.1,2,1318,1.0,0.503994345664978,0.9142857193946838,0.5223017930984497
breast,9,sampler,adam,0.1,3,1360,0.985714316368103,0.5020914673805237,0.9285714626312256,0.5234606862068176
breast,9,sampler,adam,0.1,4,1402,1.0,0.5038281083106995,0.9285714626312256,0.5226089954376221
breast,9,sampler,adam,0.1,5,1444,1.0,0.5011059641838074,0.9285714626312256,0.5232140421867371
breast,9,sampler,sgd,0.001,1,1276,0.9714285731315613,0.5142945647239685,0.9142857193946838,0.5303138494491577
breast,9,sampler,sgd,0.001,2,1318,0.9571428894996643,0.5138389468193054,0.9142857193946838,0.5295040607452393
breast,9,sampler,sgd,0.001,3,1360,0.9571428894996643,0.5159468054771423,0.9428571462631226,0.5265881419181824
breast,9,sampler,sgd,0.001,4,1402,0.9714285731315613,0.5122251510620117,0.9428571462631226,0.5255889296531677
breast,9,sampler,sgd,0.001,5,1444,0.9714285731315613,0.5091114044189453,0.8999999761581421,0.5336774587631226
breast,9,sampler,sgd,0.005,1,1276,0.9714285731315613,0.5142176151275635,0.9142857193946838,0.53034508228302
breast,9,sampler,sgd,0.005,2,1318,0.9571428894996643,0.5137308835983276,0.9142857193946838,0.5295294523239136
breast,9,sampler,sgd,0.005,3,1360,0.9571428894996643,0.515891432762146,0.9428571462631226,0.5265970230102539
breast,9,sampler,sgd,0.005,4,1402,0.9714285731315613,0.5121512413024902,0.9428571462631226,0.5256326198577881
breast,9,sampler,sgd,0.005,5,1444,0.9714285731315613,0.5091100335121155,0.8999999761581421,0.5336694717407227
breast,9,sampler,sgd,0.01,1,1276,0.9714285731315613,0.5141241550445557,0.9142857193946838,0.5303840041160583
breast,9,sampler,sgd,0.01,2,1318,0.9571428894996643,0.5135982036590576,0.9142857193946838,0.5295605063438416
breast,9,sampler,sgd,0.01,3,1360,0.9571428894996643,0.5158193707466125,0.9428571462631226,0.5266103744506836
breast,9,sampler,sgd,0.01,4,1402,0.9714285731315613,0.5120598077774048,0.9428571462631226,0.5256876945495605
breast,9,sampler,sgd,0.01,5,1444,0.9714285731315613,0.5091082453727722,0.8999999761581421,0.5336593389511108
breast,9,sampler,sgd,0.05,1,1276,0.9714285731315613,0.513490617275238,0.9142857193946838,0.5306863784790039
breast,9,sampler,sgd,0.05,2,1318,0.9571428894996643,0.5126298069953918,0.9285714626312256,0.5298029780387878
breast,9,sampler,sgd,0.05,3,1360,0.9571428894996643,0.5151371955871582,0.9428571462631226,0.5268037915229797
breast,9,sampler,sgd,0.05,4,1402,0.985714316368103,0.5113703012466431,0.9428571462631226,0.5261359810829163
breast,9,sampler,sgd,0.05,5,1444,0.9714285731315613,0.5091027021408081,0.8999999761581421,0.5335814356803894
breast,9,sampler,sgd,0.1,1,1276,0.9714285731315613,0.5129349827766418,0.9142857193946838,0.5310317873954773
breast,9,sampler,sgd,0.1,2,1318,0.9714285731315613,0.5116417407989502,0.9142857193946838,0.5300838947296143
breast,9,sampler,sgd,0.1,3,1360,0.9571428894996643,0.5140686631202698,0.9571428894996643,0.5272311568260193
breast,9,sampler,sgd,0.1,4,1402,0.9714285731315613,0.5106388926506042,0.9428571462631226,0.5266998410224915
breast,9,sampler,sgd,0.1,5,1444,0.9714285731315613,0.5091123580932617,0.8999999761581421,0.533488392829895
heart,4,ffnn_0layer,adam,0.001,1,1276,0.5609756112098694,0.6647040843963623,0.625,0.6638500094413757
heart,4,ffnn_0layer,adam,0.001,2,1318,0.5609756112098694,0.6648170948028564,0.625,0.6636161804199219
heart,4,ffnn_0layer,adam,0.001,3,1360,0.5609756112098694,0.6649618148803711,0.625,0.6643422245979309
heart,4,ffnn_0layer,adam,0.001,4,1402,0.5609756112098694,0.6663535237312317,0.625,0.6623214483261108
heart,4,ffnn_0layer,adam,0.001,5,1444,0.5609756112098694,0.664684534072876,0.625,0.6639067530632019
heart,4,ffnn_0layer,adam,0.005,1,1276,0.5609756112098694,0.6650550961494446,0.625,0.6632720232009888
heart,4,ffnn_0layer,adam,0.005,2,1318,0.5609756112098694,0.6647421717643738,0.625,0.6636644005775452
heart,4,ffnn_0layer,adam,0.005,3,1360,0.5609756112098694,0.6646600961685181,0.625,0.6638739109039307
heart,4,ffnn_0layer,adam,0.005,4,1402,0.5609756112098694,0.6649147868156433,0.625,0.6643070578575134
heart,4,ffnn_0layer,adam,0.005,5,1444,0.5609756112098694,0.6647918224334717,0.625,0.6635836362838745
heart,4,ffnn_0layer,adam,0.01,1,1276,0.5609756112098694,0.6655871868133545,0.625,0.6628143191337585
heart,4,ffnn_0layer,adam,0.01,2,1318,0.5609756112098694,0.6651241779327393,0.625,0.6632040143013
heart,4,ffnn_0layer,adam,0.01,3,1360,0.5609756112098694,0.6647982001304626,0.625,0.6635735630989075
heart,4,ffnn_0layer,adam,0.01,4,1402,0.5609756112098694,0.6651989221572876,0.625,0.6644282937049866
heart,4,ffnn_0layer,adam,0.01,5,1444,0.5609756112098694,0.6649056673049927,0.625,0.6634342074394226
heart,4,ffnn_0layer,adam,0.05,1,1276,0.5609756112098694,0.6649379730224609,0.625,0.6633960008621216
heart,4,ffnn_0layer,adam,0.05,2,1318,0.5609756112098694,0.6648808717727661,0.625,0.6634634733200073
heart,4,ffnn_0layer,adam,0.05,3,1360,0.5609756112098694,0.6652094721794128,0.625,0.6631245613098145
heart,4,ffnn_0layer,adam,0.05,4,1402,0.5609756112098694,0.6651576161384583,0.625,0.6644141674041748
heart,4,ffnn_0layer,adam,0.05,5,1444,0.5609756112098694,0.665212094783783,0.625,0.6631218791007996
heart,4,ffnn_0layer,adam,0.1,1,1276,0.5609756112098694,0.6646549105644226,0.625,0.6639975309371948
heart,4,ffnn_0layer,adam,0.1,2,1318,0.5609756112098694,0.6665558218955994,0.625,0.6621958613395691
heart,4,ffnn_0layer,adam,0.1,3,1360,0.5609756112098694,0.6650811433792114,0.625,0.6632453203201294
heart,4,ffnn_0layer,adam,0.1,4,1402,0.5609756112098694,0.6646720170974731,0.625,0.6640632152557373
heart,4,ffnn_0layer,adam,0.1,5,1444,0.5609756112098694,0.6653993725776672,0.625,0.6629613637924194
heart,4,ffnn_0layer,sgd,0.001,1,1276,0.5609756112098694,0.6649964451789856,0.625,0.663561224937439
heart,4,ffnn_0layer,sgd,0.001,2,1318,0.5609756112098694,0.6656684875488281,0.625,0.6629139184951782
heart,4,ffnn_0layer,sgd,0.001,3,1360,0.5609756112098694,0.6654863953590393,0.625,0.6645670533180237
heart,4,ffnn_0layer,sgd,0.001,4,1402,0.5365853309631348,0.6690890789031982,0.699999988079071,0.6615265607833862
heart,4,ffnn_0layer,sgd,0.001,5,1444,0.5609756112098694,0.6648213267326355,0.625,0.6638112664222717
heart,4,ffnn_0layer,sgd,0.005,1,1276,0.5609756112098694,0.6649946570396423,0.625,0.6635617017745972
heart,4,ffnn_0layer,sgd,0.005,2,1318,0.5609756112098694,0.6656628847122192,0.625,0.6629163026809692
heart,4,ffnn_0layer,sgd,0.005,3,1360,0.5609756112098694,0.6654818058013916,0.625,0.6645651459693909
heart,4,ffnn_0layer,sgd,0.005,4,1402,0.5365853309631348,0.66908198595047,0.699999988079071,0.6615250110626221
heart,4,ffnn_0layer,sgd,0.005,5,1444,0.5609756112098694,0.6648204922676086,0.625,0.6638106107711792
heart,4,ffnn_0layer,sgd,0.01,1,1276,0.5609756112098694,0.664992094039917,0.625,0.6635624170303345
heart,4,ffnn_0layer,sgd,0.01,2,1318,0.5609756112098694,0.6656562685966492,0.625,0.662919282913208
heart,4,ffnn_0layer,sgd,0.01,3,1360,0.5609756112098694,0.665476381778717,0.625,0.6645627021789551
heart,4,ffnn_0layer,sgd,0.01,4,1402,0.5365853309631348,0.6690724492073059,0.699999988079071,0.6615233421325684
heart,4,ffnn_0layer,sgd,0.01,5,1444,0.5609756112098694,0.6648193001747131,0.625,0.6638100743293762
heart,4,ffnn_0layer,sgd,0.05,1,1276,0.5609756112098694,0.6649749875068665,0.625,0.6635679006576538
heart,4,ffnn_0layer,sgd,0.05,2,1318,0.5609756112098694,0.665604293346405,0.625,0.6629425883293152
heart,4,ffnn_0layer,sgd,0.05,3,1360,0.5609756112098694,0.6654325723648071,0.625,0.6645439267158508
heart,4,ffnn_0layer,sgd,0.05,4,1402,0.5121951103210449,0.6689810156822205,0.699999988079071,0.6615127921104431
heart,4,ffnn_0layer,sgd,0.05,5,1444,0.5609756112098694,0.6648108959197998,0.625,0.6638052463531494
heart,4,ffnn_0layer,sgd,0.1,1,1276,0.5609756112098694,0.6649562120437622,0.625,0.6635732650756836
heart,4,ffnn_0layer,sgd,0.1,2,1318,0.5609756112098694,0.6655458211898804,0.625,0.6629709601402283
heart,4,ffnn_0layer,sgd,0.1,3,1360,0.5609756112098694,0.6653808355331421,0.625,0.6645223498344421
heart,4,ffnn_0layer,sgd,0.1,4,1402,0.5853658318519592,0.6688286662101746,0.7250000238418579,0.6615105867385864
heart,4,ffnn_0layer,sgd,0.1,5,1444,0.5609756112098694,0.6648018956184387,0.625,0.6637989282608032
heart,4,sampler,adam,0.001,1,1276,0.5609756112098694,0.665445864200592,0.625,0.6644977927207947
heart,4,sampler,adam,0.001,2,1318,0.5609756112098694,0.6652911901473999,0.625,0.6630986928939819
heart,4,sampler,adam,0.001,3,1360,0.5609756112098694,0.6660202145576477,0.625,0.6646206974983215
heart,4,sampler,adam,0.001,4,1402,0.5609756112098694,0.665018618106842,0.625,0.6643577814102173
heart,4,sampler,adam,0.001,5,1444,0.5609756112098694,0.664668619632721,0.625,0.663854718208313
heart,4,sampler,adam,0.005,1,1276,0.5609756112098694,0.6646807789802551,0.625,0.6637997031211853
heart,4,sampler,adam,0.005,2,1318,0.5609756112098694,0.6646732687950134,0.625,0.6638287305831909
heart,4,sampler,adam,0.005,3,1360,0.5609756112098694,0.6647171974182129,0.625,0.6641397476196289
heart,4,sampler,adam,0.005,4,1402,0.5609756112098694,0.6649186611175537,0.625,0.6643083691596985
heart,4,sampler,adam,0.005,5,1444,0.5609756112098694,0.6646876335144043,0.625,0.6637817621231079
heart,4,sampler,adam,0.01,1,1276,0.5609756112098694,0.6650552153587341,0.625,0.6632720232009888
heart,4,sampler,adam,0.01,2,1318,0.5609756112098694,0.6647419929504395,0.625,0.6636633276939392
heart,4,sampler,adam,0.01,3,1360,0.5609756112098694,0.6646596193313599,0.625,0.6638733148574829
heart,4,sampler,adam,0.01,4,1402,0.5609756112098694,0.6649413108825684,0.625,0.6643215417861938
heart,4,sampler,adam,0.01,5,1444,0.5609756112098694,0.6647921800613403,0.625,0.6635831594467163
heart,4,sampler,adam,0.05,1,1276,0.5609756112098694,0.6653131246566772,0.625,0.6630333662033081
heart,4,sampler,adam,0.05,2,1318,0.5609756112098694,0.6653216481208801,0.625,0.6630264520645142
heart,4,sampler,adam,0.05,3,1360,0.5609756112098694,0.6650385856628418,0.625,0.6632882356643677
heart,4,sampler,adam,0.05,4,1402,0.5609756112098694,0.6654290556907654,0.625,0.6644960045814514
heart,4,sampler,adam,0.05,5,1444,0.5609756112098694,0.6655168533325195,0.625,0.6628679037094116
heart,4,sampler,adam,0.1,1,1276,0.5609756112098694,0.6649378538131714,0.625,0.6633962988853455
heart,4,sampler,adam,0.1,2,1318,0.5609756112098694,0.6648808121681213,0.625,0.6634635329246521
heart,4,sampler,adam,0.1,3,1360,0.5609756112098694,0.6652094721794128,0.625,0.6631245613098145
heart,4,sampler,adam,0.1,4,1402,0.5609756112098694,0.6651576161384583,0.625,0.6644141674041748
heart,4,sampler,adam,0.1,5,1444,0.5609756112098694,0.6652120351791382,0.625,0.6631219387054443
heart,4,sampler,sgd,0.001,1,1276,0.5609756112098694,0.6663554310798645,0.625,0.6646742224693298
heart,4,sampler,sgd,0.001,2,1318,0.5609756112098694,0.6660945415496826,0.625,0.662548840045929
heart,4,sampler,sgd,0.001,3,1360,0.5609756112098694,0.6671724319458008,0.625,0.6648004651069641
heart,4,sampler,sgd,0.001,4,1402,0.5609756112098694,0.6650722026824951,0.625,0.6643815636634827
heart,4,sampler,sgd,0.001,5,1444,0.5609756112098694,0.6646856665611267,0.625,0.6637921929359436
heart,4,sampler,sgd,0.005,1,1276,0.5609756112098694,0.6663503050804138,0.625,0.6646734476089478
heart,4,sampler,sgd,0.005,2,1318,0.5609756112098694,0.6660904288291931,0.625,0.66255122423172
heart,4,sampler,sgd,0.005,3,1360,0.5609756112098694,0.6671673655509949,0.625,0.6647996306419373
heart,4,sampler,sgd,0.005,4,1402,0.5609756112098694,0.6650716066360474,0.625,0.6643811464309692
heart,4,sampler,sgd,0.005,5,1444,0.5609756112098694,0.6646856665611267,0.625,0.6637917160987854
heart,4,sampler,sgd,0.01,1,1276,0.5609756112098694,0.6663439869880676,0.625,0.6646724939346313
heart,4,sampler,sgd,0.01,2,1318,0.5609756112098694,0.6660852432250977,0.625,0.6625540852546692
heart,4,sampler,sgd,0.01,3,1360,0.5609756112098694,0.6671609878540039,0.625,0.6647987961769104
heart,4,sampler,sgd,0.01,4,1402,0.5609756112098694,0.6650711894035339,0.625,0.6643810272216797
heart,4,sampler,sgd,0.01,5,1444,0.5609756112098694,0.6646860241889954,0.625,0.6637913584709167
heart,4,sampler,sgd,0.05,1,1276,0.5609756112098694,0.6662936210632324,0.625,0.6646643280982971
heart,4,sampler,sgd,0.05,2,1318,0.5609756112098694,0.6660451889038086,0.625,0.6625767946243286
heart,4,sampler,sgd,0.05,3,1360,0.5609756112098694,0.6671103239059448,0.625,0.664791464805603
heart,4,sampler,sgd,0.05,4,1402,0.5609756112098694,0.6650670766830444,0.625,0.6643794775009155
heart,4,sampler,sgd,0.05,5,1444,0.5609756112098694,0.6646871566772461,0.625,0.6637879610061646
heart,4,sampler,sgd,0.1,1,1276,0.5609756112098694,0.6662312746047974,0.625,0.6646541357040405
heart,4,sampler,sgd,0.1,2,1318,0.5609756112098694,0.6659978032112122,0.625,0.6626042127609253
heart,4,sampler,sgd,0.1,3,1360,0.5609756112098694,0.6670473217964172,0.625,0.6647821664810181
heart,4,sampler,sgd,0.1,4,1402,0.5609756112098694,0.6650619506835938,0.625,0.6643772125244141
heart,4,sampler,sgd,0.1,5,1444,0.5609756112098694,0.6646887063980103,0.625,0.6637837886810303
heart,8,ffnn_0layer,adam,0.001,1,1276,0.7560975551605225,0.6222178936004639,0.7750000357627869,0.5945479869842529
heart,8,ffnn_0layer,adam,0.001,2,1318,0.7560975551605225,0.6228750348091125,0.7750000357627869,0.5965922474861145
heart,8,ffnn_0layer,adam,0.001,3,1360,0.7560975551605225,0.6267112493515015,0.75,0.5976976752281189
heart,8,ffnn_0layer,adam,0.001,4,1402,0.7560975551605225,0.6262248158454895,0.800000011920929,0.5911306142807007
heart,8,ffnn_0layer,adam,0.001,5,1444,0.7560975551605225,0.6264691948890686,0.7750000357627869,0.5948286652565002
heart,8,ffnn_0layer,adam,0.005,1,1276,0.7560975551605225,0.6215488910675049,0.7750000357627869,0.5921226143836975
heart,8,ffnn_0layer,adam,0.005,2,1318,0.7560975551605225,0.620849609375,0.7750000357627869,0.5932853817939758
heart,8,ffnn_0layer,adam,0.005,3,1360,0.7560975551605225,0.621566116809845,0.7750000357627869,0.5921357870101929
heart,8,ffnn_0layer,adam,0.005,4,1402,0.7560975551605225,0.6217161417007446,0.7750000357627869,0.592039167881012
heart,8,ffnn_0layer,adam,0.005,5,1444,0.7560975551605225,0.621117889881134,0.7750000357627869,0.5925862789154053
heart,8,ffnn_0layer,adam,0.01,1,1276,0.7560975551605225,0.6221791505813599,0.7750000357627869,0.5914947390556335
heart,8,ffnn_0layer,adam,0.01,2,1318,0.7560975551605225,0.6204609274864197,0.7750000357627869,0.5941033363342285
heart,8,ffnn_0layer,adam,0.01,3,1360,0.7560975551605225,0.6219346523284912,0.7750000357627869,0.5916875600814819
heart,8,ffnn_0layer,adam,0.01,4,1402,0.7560975551605225,0.6215635538101196,0.7750000357627869,0.5922614336013794
heart,8,ffnn_0layer,adam,0.01,5,1444,0.7560975551605225,0.6211856007575989,0.7750000357627869,0.5926772356033325
heart,8,ffnn_0layer,adam,0.05,1,1276,0.7560975551605225,0.6214718818664551,0.7750000357627869,0.592218279838562
heart,8,ffnn_0layer,adam,0.05,2,1318,0.7560975551605225,0.620643675327301,0.7750000357627869,0.5939855575561523
heart,8,ffnn_0layer,adam,0.05,3,1360,0.7560975551605225,0.6211891770362854,0.7750000357627869,0.592678964138031
heart,8,ffnn_0layer,adam,0.05,4,1402,0.7560975551605225,0.621583104133606,0.7750000357627869,0.5918227434158325
heart,8,ffnn_0layer,adam,0.05,5,1444,0.7560975551605225,0.6216161251068115,0.7750000357627869,0.5924818515777588
heart,8,ffnn_0layer,adam,0.1,1,1276,0.7560975551605225,0.6215246319770813,0.7750000357627869,0.5932179689407349
heart,8,ffnn_0layer,adam,0.1,2,1318,0.7560975551605225,0.6206615567207336,0.7750000357627869,0.595032274723053
heart,8,ffnn_0layer,adam,0.1,3,1360,0.7560975551605225,0.6218584179878235,0.7750000357627869,0.5922650694847107
heart,8,ffnn_0layer,adam,0.1,4,1402,0.7560975551605225,0.6219231486320496,0.7750000357627869,0.592236340045929
heart,8,ffnn_0layer,adam,0.1,5,1444,0.7560975551605225,0.6219869256019592,0.7750000357627869,0.5911747813224792
heart,8,ffnn_0layer,sgd,0.001,1,1276,0.7317072749137878,0.6287092566490173,0.800000011920929,0.5906292200088501
heart,8,ffnn_0layer,sgd,0.001,2,1318,0.7317072749137878,0.627768874168396,0.7750000357627869,0.5996966361999512
heart,8,ffnn_0layer,sgd,0.001,3,1360,0.707317054271698,0.6298447251319885,0.7750000357627869,0.6015384197235107
heart,8,ffnn_0layer,sgd,0.001,4,1402,0.6585365533828735,0.6391413807868958,0.75,0.5909018516540527
heart,8,ffnn_0layer,sgd,0.001,5,1444,0.6829267740249634,0.6358375549316406,0.824999988079071,0.5897840857505798
heart,8,ffnn_0layer,sgd,0.005,1,1276,0.7317072749137878,0.6285874247550964,0.800000011920929,0.5906921625137329
heart,8,ffnn_0layer,sgd,0.005,2,1318,0.7317072749137878,0.62770676612854,0.7750000357627869,0.5996716618537903
heart,8,ffnn_0layer,sgd,0.005,3,1360,0.707317054271698,0.629780113697052,0.7750000357627869,0.601539134979248
heart,8,ffnn_0layer,sgd,0.005,4,1402,0.6585365533828735,0.6390125155448914,0.75,0.5909205675125122
heart,8,ffnn_0layer,sgd,0.005,5,1444,0.6829267740249634,0.6357264518737793,0.824999988079071,0.5898066759109497
heart,8,ffnn_0layer,sgd,0.01,1,1276,0.7317072749137878,0.6284337639808655,0.800000011920929,0.5907706618309021
heart,8,ffnn_0layer,sgd,0.01,2,1318,0.7317072749137878,0.6276304721832275,0.7750000357627869,0.599640429019928
heart,8,ffnn_0layer,sgd,0.01,3,1360,0.707317054271698,0.6297008991241455,0.7750000357627869,0.6015388369560242
heart,8,ffnn_0layer,sgd,0.01,4,1402,0.6585365533828735,0.6388493776321411,0.75,0.5909437537193298
heart,8,ffnn_0layer,sgd,0.01,5,1444,0.6829267740249634,0.6355870366096497,0.824999988079071,0.5898358821868896
heart,8,ffnn_0layer,sgd,0.05,1,1276,0.7560975551605225,0.6271717548370361,0.800000011920929,0.5913242101669312
heart,8,ffnn_0layer,sgd,0.05,2,1318,0.7317072749137878,0.6269680261611938,0.7750000357627869,0.5994153618812561
heart,8,ffnn_0layer,sgd,0.05,3,1360,0.7317072749137878,0.6291089653968811,0.7750000357627869,0.6014830470085144
heart,8,ffnn_0layer,sgd,0.05,4,1402,0.6585365533828735,0.6374744772911072,0.75,0.5911253094673157
heart,8,ffnn_0layer,sgd,0.05,5,1444,0.6829267740249634,0.6344620585441589,0.800000011920929,0.5901080965995789
heart,8,ffnn_0layer,sgd,0.1,1,1276,0.7560975551605225,0.625708818435669,0.7750000357627869,0.5917529463768005
heart,8,ffnn_0layer,sgd,0.1,2,1318,0.7317072749137878,0.6260474324226379,0.7250000238418579,0.5992719531059265
heart,8,ffnn_0layer,sgd,0.1,3,1360,0.7317072749137878,0.6284778118133545,0.7750000357627869,0.6012672185897827
heart,8,ffnn_0layer,sgd,0.1,4,1402,0.6585365533828735,0.6356427669525146,0.7250000238418579,0.5913252234458923
heart,8,ffnn_0layer,sgd,0.1,5,1444,0.6829267740249634,0.6330583095550537,0.800000011920929,0.5905275344848633
heart,8,sampler,adam,0.001,1,1276,0.7317072749137878,0.6282064318656921,0.75,0.5938297510147095
heart,8,sampler,adam,0.001,2,1318,0.7317072749137878,0.6330589652061462,0.824999988079071,0.5903128385543823
