timestamp,dataset,depth,num_features,num_classes,num_samples_train,approach,test_acc_mean,test_acc_std,test_ce_mean,test_ce_std,val_acc_mean,val_acc_std,num_params
2026-04-16T19:07:35.737077,glass,9,9,6,171,ffnn_0layer_nobias,0.7727273106575012,0.0,1.7248581886291503,7.118084006378013e-05,0.4761904776096344,0.0,18
2026-04-16T19:07:49.921132,glass,9,9,6,171,sampler,0.7727273106575012,0.0,1.7247018337249755,0.00012764015581759149,0.4761904776096344,0.0,9
2026-04-16T19:08:13.582056,vehicle,4,18,4,676,ffnn_0layer_bias,0.47058823704719543,0.0,1.3714565753936767,5.7128822940348955e-05,0.4847058832645416,0.00470588207244873,8
2026-04-16T19:08:36.161452,vehicle,4,18,4,676,ffnn_0layer_nobias,0.5011764883995056,0.020512478751979424,1.3657145261764527,0.00012258892145224063,0.5882353186607361,0.007440652874545747,8
2026-04-16T19:08:59.255486,vehicle,4,18,4,676,sampler,0.5176470875740051,0.0,1.365613293647766,7.457815472277804e-06,0.5835294365882874,0.005763504933605205,4
2026-04-16T19:09:22.532555,vehicle,8,18,4,676,ffnn_0layer_bias,0.5247059106826782,0.00941176414489746,1.3561999082565308,0.0003815847804490665,0.6470588445663452,0.010522672208092951,16
2026-04-16T19:09:45.395025,vehicle,8,18,4,676,ffnn_0layer_nobias,0.5223529696464538,0.005763504933605205,1.3561630487442016,0.00025366296404622527,0.6494117856025696,0.004705882072448731,16
2026-04-16T19:10:09.498298,vehicle,8,18,4,676,sampler,0.5223529696464538,0.005763504933605205,1.3561651945114135,0.00025624773025362133,0.6494117856025696,0.004705882072448731,8
2026-04-16T19:10:37.583361,vehicle,12,18,4,676,ffnn_0layer_bias,0.5247059106826782,0.005763504933605205,1.3468714952468872,0.00011021580592493512,0.6705882549285889,0.0,24
2026-04-16T19:11:06.148213,vehicle,12,18,4,676,ffnn_0layer_nobias,0.5152941465377807,0.008803899208832427,1.3482570409774781,0.0008493806600174328,0.6423529624938965,0.019115383342130678,24
2026-04-16T19:11:30.157932,vehicle,12,18,4,676,sampler,0.5200000286102295,0.008803899208832427,1.3476474285125732,0.0006904065052971492,0.6564706087112426,0.017290514800815615,12
2026-04-16T19:14:58.537595,egg,4,14,2,11984,ffnn_0layer_bias,0.5667557120323181,0.0,0.6899814605712891,3.635394735807635e-07,0.5273698568344116,0.0,8
2026-04-16T19:18:17.601188,egg,4,14,2,11984,ffnn_0layer_nobias,0.5667557120323181,0.0,0.6899904251098633,2.920019319991086e-08,0.5273698568344116,0.0,8
2026-04-16T19:21:45.442239,egg,4,14,2,11984,sampler,0.5667557120323181,0.0,0.6899904370307922,2.920019319991086e-08,0.5273698568344116,0.0,4
2026-04-16T19:25:10.054640,egg,8,14,2,11984,ffnn_0layer_bias,0.5667557120323181,0.0,0.6899859070777893,7.152557373046875e-08,0.5273698568344116,0.0,16
2026-04-16T19:28:23.524837,egg,8,14,2,11984,ffnn_0layer_nobias,0.5667557120323181,0.0,0.6899858713150024,0.0,0.5273698568344116,0.0,16
2026-04-16T19:31:29.876273,egg,8,14,2,11984,sampler,0.5667557120323181,0.0,0.6899858713150024,0.0,0.5273698568344116,0.0,8
2026-04-16T19:35:10.596408,egg,12,14,2,11984,ffnn_0layer_bias,0.5667557120323181,0.0,0.6899815559387207,2.9200193199910855e-08,0.5273698568344116,0.0,24
2026-04-16T19:38:46.564565,egg,12,14,2,11984,ffnn_0layer_nobias,0.5667557120323181,0.0,0.6899815797805786,3.769728732309794e-08,0.5273698568344116,0.0,24
2026-04-16T19:42:07.365716,egg,12,14,2,11984,sampler,0.5667557120323181,0.0,0.6899815678596497,4.460403188197543e-08,0.5273698568344116,0.0,12
