dataset,depth,approach,run_idx,seed,test_acc,test_ce,val_acc,val_ce
ecoli,4,ffnn_0layer_bias,1,1276,0.6800000071525574,1.5348297357559204,0.5510203838348389,1.5524694919586182
ecoli,4,ffnn_0layer_bias,2,1318,0.6800000071525574,1.5356526374816895,0.5510203838348389,1.552834391593933
ecoli,4,ffnn_0layer_bias,3,1360,0.6599999666213989,1.5355401039123535,0.5510203838348389,1.552088975906372
ecoli,4,ffnn_0layer_bias,4,1402,0.6599999666213989,1.5353705883026123,0.5510203838348389,1.5522693395614624
ecoli,4,ffnn_0layer_bias,5,1444,0.6800000071525574,1.5361618995666504,0.5510203838348389,1.552600622177124
ecoli,4,ffnn_0layer_nobias,1,1276,0.7999999523162842,1.5075201988220215,0.8571428656578064,1.5218921899795532
ecoli,4,ffnn_0layer_nobias,2,1318,0.7999999523162842,1.5078643560409546,0.8571428656578064,1.5223002433776855
ecoli,4,ffnn_0layer_nobias,3,1360,0.7999999523162842,1.5075491666793823,0.8571428656578064,1.5219656229019165
ecoli,4,ffnn_0layer_nobias,4,1402,0.7999999523162842,1.5078284740447998,0.8367346525192261,1.5223520994186401
ecoli,4,ffnn_0layer_nobias,5,1444,0.7999999523162842,1.5077006816864014,0.8571428656578064,1.521995186805725
ecoli,4,sampler,1,1276,0.7999999523162842,1.5075194835662842,0.8571428656578064,1.521891713142395
ecoli,4,sampler,2,1318,0.7999999523162842,1.5078644752502441,0.8571428656578064,1.5223002433776855
ecoli,4,sampler,3,1360,0.7999999523162842,1.5075491666793823,0.8571428656578064,1.5219658613204956
ecoli,4,sampler,4,1402,0.7999999523162842,1.5078282356262207,0.8367346525192261,1.5223519802093506
ecoli,4,sampler,5,1444,0.7999999523162842,1.5077052116394043,0.8571428656578064,1.5219972133636475
ecoli,6,ffnn_0layer_bias,1,1276,0.8199999928474426,1.485931396484375,0.8979591727256775,1.4957612752914429
ecoli,6,ffnn_0layer_bias,2,1318,0.8399999737739563,1.4867204427719116,0.8979591727256775,1.4954110383987427
ecoli,6,ffnn_0layer_bias,3,1360,0.8199999928474426,1.4856886863708496,0.8979591727256775,1.4961940050125122
ecoli,6,ffnn_0layer_bias,4,1402,0.8199999928474426,1.4864208698272705,0.8979591727256775,1.4957752227783203
ecoli,6,ffnn_0layer_bias,5,1444,0.8199999928474426,1.4862388372421265,0.918367326259613,1.4956035614013672
ecoli,6,ffnn_0layer_nobias,1,1276,0.8199999928474426,1.4861053228378296,0.918367326259613,1.4956350326538086
ecoli,6,ffnn_0layer_nobias,2,1318,0.8199999928474426,1.4863107204437256,0.8979591727256775,1.4957906007766724
ecoli,6,ffnn_0layer_nobias,3,1360,0.8199999928474426,1.4858884811401367,0.918367326259613,1.4958943128585815
ecoli,6,ffnn_0layer_nobias,4,1402,0.8199999928474426,1.4863519668579102,0.8979591727256775,1.4957529306411743
ecoli,6,ffnn_0layer_nobias,5,1444,0.8199999928474426,1.4861629009246826,0.918367326259613,1.4956401586532593
ecoli,6,sampler,1,1276,0.8199999928474426,1.4861047267913818,0.918367326259613,1.4956345558166504
ecoli,6,sampler,2,1318,0.8199999928474426,1.486310601234436,0.8979591727256775,1.495790719985962
ecoli,6,sampler,3,1360,0.8199999928474426,1.4858882427215576,0.918367326259613,1.495894193649292
ecoli,6,sampler,4,1402,0.8199999928474426,1.486351728439331,0.8979591727256775,1.4957525730133057
ecoli,6,sampler,5,1444,0.8199999928474426,1.4861634969711304,0.918367326259613,1.495639681816101
led7,4,ffnn_0layer_bias,1,1276,0.7558441162109375,1.9988539218902588,0.7161458730697632,2.0023255348205566
led7,4,ffnn_0layer_bias,2,1318,0.7558441162109375,1.9988539218902588,0.7161458730697632,2.0023255348205566
led7,4,ffnn_0layer_bias,3,1360,0.7558441162109375,1.9988539218902588,0.7161458730697632,2.0023255348205566
led7,4,ffnn_0layer_bias,4,1402,0.7558441162109375,1.9988539218902588,0.7161458730697632,2.0023252964019775
led7,4,ffnn_0layer_bias,5,1444,0.7558441162109375,1.9988539218902588,0.7161458730697632,2.0023255348205566
led7,4,ffnn_0layer_nobias,1,1276,0.5298700928688049,2.030473232269287,0.53125,2.0299041271209717
led7,4,ffnn_0layer_nobias,2,1318,0.5298700928688049,2.030473470687866,0.53125,2.0299041271209717
led7,4,ffnn_0layer_nobias,3,1360,0.5298700928688049,2.030473232269287,0.53125,2.0299041271209717
led7,4,ffnn_0layer_nobias,4,1402,0.5298700928688049,2.030473232269287,0.53125,2.0299041271209717
led7,4,ffnn_0layer_nobias,5,1444,0.5298700928688049,2.030473232269287,0.53125,2.0299041271209717
led7,4,sampler,1,1276,0.5298700928688049,2.030473232269287,0.53125,2.0299041271209717
led7,4,sampler,2,1318,0.5298700928688049,2.030473470687866,0.53125,2.0299041271209717
led7,4,sampler,3,1360,0.5298700928688049,2.030473232269287,0.53125,2.0299041271209717
led7,4,sampler,4,1402,0.5298700928688049,2.030473232269287,0.53125,2.0299041271209717
led7,4,sampler,5,1444,0.5298700928688049,2.030473232269287,0.53125,2.0299041271209717
led7,7,ffnn_0layer_bias,1,1276,0.8025974035263062,1.9786856174468994,0.7994791865348816,1.9758458137512207
led7,7,ffnn_0layer_bias,2,1318,0.8025974035263062,1.9786875247955322,0.7994791865348816,1.9758458137512207
led7,7,ffnn_0layer_bias,3,1360,0.8025974035263062,1.9786880016326904,0.7994791865348816,1.9758459329605103
led7,7,ffnn_0layer_bias,4,1402,0.8025974035263062,1.9786856174468994,0.7994791865348816,1.9758459329605103
led7,7,ffnn_0layer_bias,5,1444,0.8025974035263062,1.9786916971206665,0.7994791865348816,1.9758453369140625
led7,7,ffnn_0layer_nobias,1,1276,0.8025974035263062,1.9786875247955322,0.7994791865348816,1.9758458137512207
led7,7,ffnn_0layer_nobias,2,1318,0.8025974035263062,1.9786889553070068,0.7994791865348816,1.9758456945419312
led7,7,ffnn_0layer_nobias,3,1360,0.8025974035263062,1.9786899089813232,0.7994791865348816,1.9758456945419312
led7,7,ffnn_0layer_nobias,4,1402,0.8025974035263062,1.9786863327026367,0.7994791865348816,1.9758459329605103
led7,7,ffnn_0layer_nobias,5,1444,0.8025974035263062,1.9786912202835083,0.7994791865348816,1.9758453369140625
led7,7,sampler,1,1276,0.8025974035263062,1.9786875247955322,0.7994791865348816,1.9758458137512207
led7,7,sampler,2,1318,0.8025974035263062,1.9786889553070068,0.7994791865348816,1.9758456945419312
led7,7,sampler,3,1360,0.8025974035263062,1.9786899089813232,0.7994791865348816,1.9758456945419312
led7,7,sampler,4,1402,0.8025974035263062,1.9786863327026367,0.7994791865348816,1.9758459329605103
led7,7,sampler,5,1444,0.8025974035263062,1.9786912202835083,0.7994791865348816,1.9758453369140625
compas,4,ffnn_0layer_bias,1,1276,0.696969747543335,0.6524865031242371,0.6714015603065491,0.6568159461021423
compas,4,ffnn_0layer_bias,2,1318,0.6950757503509521,0.6528032422065735,0.669507622718811,0.657156765460968
compas,4,ffnn_0layer_bias,3,1360,0.6941288113594055,0.6528463959693909,0.6714015603065491,0.6571345925331116
compas,4,ffnn_0layer_bias,4,1402,0.6941288113594055,0.6525373458862305,0.6685606241226196,0.6568860411643982
compas,4,ffnn_0layer_bias,5,1444,0.6960227489471436,0.652588963508606,0.667613685131073,0.6569491028785706
compas,4,ffnn_0layer_nobias,1,1276,0.669507622718811,0.6681839227676392,0.6420454978942871,0.671748697757721
compas,4,ffnn_0layer_nobias,2,1318,0.669507622718811,0.668184220790863,0.6420454978942871,0.6717482209205627
compas,4,ffnn_0layer_nobias,3,1360,0.669507622718811,0.6681858897209167,0.6420454978942871,0.6717392206192017
compas,4,ffnn_0layer_nobias,4,1402,0.669507622718811,0.6681850552558899,0.6420454978942871,0.6717451810836792
compas,4,ffnn_0layer_nobias,5,1444,0.669507622718811,0.6681848764419556,0.6420454978942871,0.671736478805542
compas,4,sampler,1,1276,0.669507622718811,0.6681838631629944,0.6420454978942871,0.6717485785484314
compas,4,sampler,2,1318,0.669507622718811,0.6681841611862183,0.6420454978942871,0.6717482209205627
compas,4,sampler,3,1360,0.669507622718811,0.6681858897209167,0.6420454978942871,0.6717392206192017
compas,4,sampler,4,1402,0.669507622718811,0.6681850552558899,0.6420454978942871,0.6717451810836792
compas,4,sampler,5,1444,0.669507622718811,0.6681848764419556,0.6420454978942871,0.6717364192008972
compas,8,ffnn_0layer_bias,1,1276,0.6704545617103577,0.655480146408081,0.6571969985961914,0.6599563956260681
compas,8,ffnn_0layer_bias,2,1318,0.6714015603065491,0.6554948687553406,0.6571969985961914,0.6599677205085754
compas,8,ffnn_0layer_bias,3,1360,0.6704545617103577,0.6554613709449768,0.6571969985961914,0.6599509119987488
compas,8,ffnn_0layer_bias,4,1402,0.6666666865348816,0.6554367542266846,0.6553030610084534,0.6599102020263672
compas,8,ffnn_0layer_bias,5,1444,0.6657196879386902,0.6554514169692993,0.6553030610084534,0.6599025726318359
compas,8,ffnn_0layer_nobias,1,1276,0.6685606241226196,0.6554578542709351,0.6553030610084534,0.6599386930465698
compas,8,ffnn_0layer_nobias,2,1318,0.6704545617103577,0.6554791927337646,0.6571969985961914,0.659961462020874
compas,8,ffnn_0layer_nobias,3,1360,0.6704545617103577,0.6554644703865051,0.6571969985961914,0.6599550843238831
compas,8,ffnn_0layer_nobias,4,1402,0.6685606241226196,0.6554303765296936,0.654356062412262,0.6599189639091492
compas,8,ffnn_0layer_nobias,5,1444,0.6657196879386902,0.6554408669471741,0.6553030610084534,0.6599166393280029
compas,8,sampler,1,1276,0.6685606241226196,0.6554578542709351,0.6553030610084534,0.6599386930465698
compas,8,sampler,2,1318,0.6704545617103577,0.6554791927337646,0.6571969985961914,0.659961462020874
compas,8,sampler,3,1360,0.6704545617103577,0.6554644703865051,0.6571969985961914,0.6599550843238831
compas,8,sampler,4,1402,0.6685606241226196,0.6554303765296936,0.654356062412262,0.6599189639091492
compas,8,sampler,5,1444,0.6657196879386902,0.6554408669471741,0.6553030610084534,0.6599166393280029
compas,12,ffnn_0layer_bias,1,1276,0.698863685131073,0.6523657441139221,0.6799242496490479,0.6569260954856873
compas,12,ffnn_0layer_bias,2,1318,0.6979166865348816,0.6523570418357849,0.6789773106575012,0.6569934487342834
compas,12,ffnn_0layer_bias,3,1360,0.6979166865348816,0.6523557901382446,0.6770833730697632,0.6569920182228088
compas,12,ffnn_0layer_bias,4,1402,0.698863685131073,0.6523244976997375,0.6818181872367859,0.6568811535835266
compas,12,ffnn_0layer_bias,5,1444,0.6979166865348816,0.6523482203483582,0.6780303120613098,0.6569158434867859
compas,12,ffnn_0layer_nobias,1,1276,0.6979166865348816,0.6523317694664001,0.6799242496490479,0.6569059491157532
compas,12,ffnn_0layer_nobias,2,1318,0.698863685131073,0.6523455381393433,0.6780303120613098,0.6569761633872986
compas,12,ffnn_0layer_nobias,3,1360,0.696969747543335,0.6523361206054688,0.6808712482452393,0.656965434551239
compas,12,ffnn_0layer_nobias,4,1402,0.6960227489471436,0.652308464050293,0.6818181872367859,0.656914472579956
compas,12,ffnn_0layer_nobias,5,1444,0.6979166865348816,0.6523223519325256,0.6799242496490479,0.656931459903717
compas,12,sampler,1,1276,0.6979166865348816,0.6523317694664001,0.6799242496490479,0.6569058895111084
compas,12,sampler,2,1318,0.698863685131073,0.6523455381393433,0.6780303120613098,0.6569761633872986
compas,12,sampler,3,1360,0.696969747543335,0.6523361206054688,0.6808712482452393,0.656965434551239
compas,12,sampler,4,1402,0.6960227489471436,0.652308464050293,0.6818181872367859,0.656914472579956
compas,12,sampler,5,1444,0.6979166865348816,0.6523223519325256,0.6799242496490479,0.656931459903717
german,4,ffnn_0layer_bias,1,1276,0.6354166865348816,0.668319046497345,0.7604166865348816,0.6390925049781799
german,4,ffnn_0layer_bias,2,1318,0.6354166865348816,0.6683164238929749,0.7604166865348816,0.6390887498855591
german,4,ffnn_0layer_bias,3,1360,0.6354166865348816,0.6683251261711121,0.7604166865348816,0.6391051411628723
german,4,ffnn_0layer_bias,4,1402,0.6354166865348816,0.6683228611946106,0.7604166865348816,0.6391076445579529
german,4,ffnn_0layer_bias,5,1444,0.6354166865348816,0.6683196425437927,0.7604166865348816,0.6390941739082336
german,4,ffnn_0layer_nobias,1,1276,0.71875,0.6487063765525818,0.78125,0.6296178698539734
german,4,ffnn_0layer_nobias,2,1318,0.6979166865348816,0.6488978862762451,0.78125,0.6297999024391174
german,4,ffnn_0layer_nobias,3,1360,0.6666666865348816,0.6491100788116455,0.7916666865348816,0.6299777626991272
german,4,ffnn_0layer_nobias,4,1402,0.6979166865348816,0.6488334536552429,0.78125,0.6297284960746765
german,4,ffnn_0layer_nobias,5,1444,0.6979166865348816,0.6486141085624695,0.7604166865348816,0.6295247673988342
german,4,sampler,1,1276,0.71875,0.6487063765525818,0.78125,0.6296178698539734
german,4,sampler,2,1318,0.6979166865348816,0.6488978862762451,0.78125,0.6297999024391174
german,4,sampler,3,1360,0.6666666865348816,0.6491100788116455,0.7916666865348816,0.6299777626991272
german,4,sampler,4,1402,0.6979166865348816,0.6488334536552429,0.78125,0.6297284960746765
german,4,sampler,5,1444,0.6979166865348816,0.6486141085624695,0.7604166865348816,0.6295247673988342
german,8,ffnn_0layer_bias,1,1276,0.6458333730697632,0.6595422625541687,0.7291666865348816,0.6297544836997986
german,8,ffnn_0layer_bias,2,1318,0.65625,0.6603621244430542,0.7395833730697632,0.6317840814590454
german,8,ffnn_0layer_bias,3,1360,0.6354166865348816,0.6591617465019226,0.78125,0.6288013458251953
german,8,ffnn_0layer_bias,4,1402,0.625,0.6600123643875122,0.78125,0.6305950284004211
german,8,ffnn_0layer_bias,5,1444,0.65625,0.6587540507316589,0.7395833730697632,0.6283643841743469
german,8,ffnn_0layer_nobias,1,1276,0.65625,0.65902179479599,0.7291666865348816,0.6286135315895081
german,8,ffnn_0layer_nobias,2,1318,0.6458333730697632,0.660548210144043,0.7708333730697632,0.6327671408653259
german,8,ffnn_0layer_nobias,3,1360,0.6354166865348816,0.6592665314674377,0.78125,0.6287837624549866
german,8,ffnn_0layer_nobias,4,1402,0.6354166865348816,0.6594426035881042,0.78125,0.6292933821678162
german,8,ffnn_0layer_nobias,5,1444,0.625,0.6593764424324036,0.78125,0.6289425492286682
german,8,sampler,1,1276,0.65625,0.65902179479599,0.7291666865348816,0.6286135315895081
german,8,sampler,2,1318,0.6458333730697632,0.660548746585846,0.7708333730697632,0.6327691078186035
german,8,sampler,3,1360,0.6354166865348816,0.6592666506767273,0.78125,0.6287848949432373
german,8,sampler,4,1402,0.6354166865348816,0.6594425439834595,0.78125,0.6292920112609863
german,8,sampler,5,1444,0.625,0.6593764424324036,0.78125,0.6289424300193787
german,12,ffnn_0layer_bias,1,1276,0.59375,0.6619678139686584,0.75,0.6297029256820679
german,12,ffnn_0layer_bias,2,1318,0.625,0.6620787382125854,0.7291666865348816,0.6303374171257019
german,12,ffnn_0layer_bias,3,1360,0.625,0.6613820195198059,0.7395833730697632,0.6309228539466858
german,12,ffnn_0layer_bias,4,1402,0.6145833730697632,0.6604692935943604,0.7291666865348816,0.6320193409919739
german,12,ffnn_0layer_bias,5,1444,0.6145833730697632,0.6607363224029541,0.7291666865348816,0.631683349609375
german,12,ffnn_0layer_nobias,1,1276,0.59375,0.6618464589118958,0.75,0.6299681067466736
german,12,ffnn_0layer_nobias,2,1318,0.625,0.6616576313972473,0.7395833730697632,0.6306765675544739
german,12,ffnn_0layer_nobias,3,1360,0.625,0.6614452600479126,0.7395833730697632,0.6306101679801941
german,12,ffnn_0layer_nobias,4,1402,0.6041666865348816,0.6610384583473206,0.7395833730697632,0.6306531429290771
german,12,ffnn_0layer_nobias,5,1444,0.6145833730697632,0.6606459021568298,0.7395833730697632,0.6307469010353088
german,12,sampler,1,1276,0.59375,0.6618465185165405,0.75,0.6299680471420288
german,12,sampler,2,1318,0.625,0.6616578102111816,0.7395833730697632,0.6306763291358948
german,12,sampler,3,1360,0.625,0.6614454388618469,0.7395833730697632,0.6306100487709045
german,12,sampler,4,1402,0.6041666865348816,0.6610385775566101,0.7395833730697632,0.6306530833244324
german,12,sampler,5,1444,0.6145833730697632,0.6606458425521851,0.7395833730697632,0.6307469010353088
churn,4,ffnn_0layer_bias,1,1276,0.7361701726913452,0.6258583664894104,0.7073863744735718,0.6366114020347595
churn,4,ffnn_0layer_bias,2,1318,0.7361701726913452,0.6258583664894104,0.7073863744735718,0.6366113424301147
churn,4,ffnn_0layer_bias,3,1360,0.7361701726913452,0.6258583664894104,0.7073863744735718,0.6366113424301147
churn,4,ffnn_0layer_bias,4,1402,0.7361701726913452,0.6258583664894104,0.7073863744735718,0.6366114020347595
churn,4,ffnn_0layer_bias,5,1444,0.7361701726913452,0.6258583664894104,0.7073863744735718,0.6366113424301147
churn,4,ffnn_0layer_nobias,1,1276,0.7304964065551758,0.6153578162193298,0.7088068127632141,0.6230641007423401
churn,4,ffnn_0layer_nobias,2,1318,0.7304964065551758,0.6153578758239746,0.7088068127632141,0.6230641007423401
churn,4,ffnn_0layer_nobias,3,1360,0.7304964065551758,0.6153578162193298,0.7088068127632141,0.6230641007423401
churn,4,ffnn_0layer_nobias,4,1402,0.7304964065551758,0.6153578162193298,0.7088068127632141,0.6230641007423401
churn,4,ffnn_0layer_nobias,5,1444,0.7304964065551758,0.6153578162193298,0.7088068127632141,0.6230641007423401
churn,4,sampler,1,1276,0.7304964065551758,0.6153578162193298,0.7088068127632141,0.6230641007423401
churn,4,sampler,2,1318,0.7304964065551758,0.6153578758239746,0.7088068127632141,0.6230641007423401
churn,4,sampler,3,1360,0.7304964065551758,0.6153578162193298,0.7088068127632141,0.6230641007423401
churn,4,sampler,4,1402,0.7304964065551758,0.6153578162193298,0.7088068127632141,0.6230641007423401
churn,4,sampler,5,1444,0.7304964065551758,0.6153578162193298,0.7088068127632141,0.6230641007423401
churn,8,ffnn_0layer_bias,1,1276,0.7744680643081665,0.6085489988327026,0.765625,0.6122826933860779
churn,8,ffnn_0layer_bias,2,1318,0.7730495929718018,0.6084312200546265,0.7642045617103577,0.6122955679893494
churn,8,ffnn_0layer_bias,3,1360,0.7744680643081665,0.6086307764053345,0.765625,0.612277626991272
churn,8,ffnn_0layer_bias,4,1402,0.7744680643081665,0.6085800528526306,0.765625,0.6122803092002869
churn,8,ffnn_0layer_bias,5,1444,0.7730495929718018,0.6086752414703369,0.7642045617103577,0.612276017665863
churn,8,ffnn_0layer_nobias,1,1276,0.7744680643081665,0.6085194945335388,0.765625,0.612285315990448
churn,8,ffnn_0layer_nobias,2,1318,0.7744680643081665,0.6085187792778015,0.765625,0.6122854948043823
churn,8,ffnn_0layer_nobias,3,1360,0.7744680643081665,0.6086154580116272,0.765625,0.6122782230377197
churn,8,ffnn_0layer_nobias,4,1402,0.7744680643081665,0.6086424589157104,0.765625,0.6122771501541138
churn,8,ffnn_0layer_nobias,5,1444,0.7730495929718018,0.6087172627449036,0.765625,0.6122753024101257
churn,8,sampler,1,1276,0.7744680643081665,0.6085194945335388,0.765625,0.612285315990448
churn,8,sampler,2,1318,0.7744680643081665,0.6085187792778015,0.765625,0.6122854948043823
churn,8,sampler,3,1360,0.7744680643081665,0.6086154580116272,0.765625,0.6122782826423645
churn,8,sampler,4,1402,0.7744680643081665,0.6086424589157104,0.765625,0.6122771501541138
churn,8,sampler,5,1444,0.7730495929718018,0.6087172627449036,0.765625,0.6122753024101257
churn,12,ffnn_0layer_bias,1,1276,0.7773049473762512,0.6067579388618469,0.7684659361839294,0.6107069849967957
churn,12,ffnn_0layer_bias,2,1318,0.7773049473762512,0.6068418025970459,0.7684659361839294,0.6107199192047119
churn,12,ffnn_0layer_bias,3,1360,0.7758864760398865,0.6069090366363525,0.7670454978942871,0.610730767250061
churn,12,ffnn_0layer_bias,4,1402,0.7773049473762512,0.6067370772361755,0.7684659361839294,0.6107029914855957
churn,12,ffnn_0layer_bias,5,1444,0.7787233591079712,0.6066163778305054,0.7698863744735718,0.610672652721405
churn,12,ffnn_0layer_nobias,1,1276,0.7773049473762512,0.6067795157432556,0.7684659361839294,0.6107094883918762
churn,12,ffnn_0layer_nobias,2,1318,0.7773049473762512,0.6068021655082703,0.7684659361839294,0.6107112765312195
churn,12,ffnn_0layer_nobias,3,1360,0.7773049473762512,0.6070187091827393,0.7670454978942871,0.6107509732246399
churn,12,ffnn_0layer_nobias,4,1402,0.7773049473762512,0.6068686246871948,0.7684659361839294,0.6107271313667297
churn,12,ffnn_0layer_nobias,5,1444,0.7773049473762512,0.6067107319831848,0.7684659361839294,0.6106922626495361
churn,12,sampler,1,1276,0.7773049473762512,0.6067795157432556,0.7684659361839294,0.6107094883918762
churn,12,sampler,2,1318,0.7773049473762512,0.6068021059036255,0.7684659361839294,0.6107113361358643
churn,12,sampler,3,1360,0.7773049473762512,0.6070187091827393,0.7670454978942871,0.6107509732246399
churn,12,sampler,4,1402,0.7773049473762512,0.6068686246871948,0.7684659361839294,0.6107271313667297
churn,12,sampler,5,1444,0.7773049473762512,0.6067107319831848,0.7684659361839294,0.6106922626495361
sonar,4,ffnn_0layer_bias,1,1276,0.8095238208770752,0.6419191360473633,0.6666666865348816,0.6777867078781128
sonar,4,ffnn_0layer_bias,2,1318,0.8095238208770752,0.6428316831588745,0.7142857313156128,0.6781649589538574
sonar,4,ffnn_0layer_bias,3,1360,0.8571428656578064,0.6412057280540466,0.6666666865348816,0.6778225302696228
sonar,4,ffnn_0layer_bias,4,1402,0.8571428656578064,0.6421234607696533,0.6666666865348816,0.6779977083206177
sonar,4,ffnn_0layer_bias,5,1444,0.8095238208770752,0.6416121125221252,0.7142857313156128,0.6774137020111084
sonar,4,ffnn_0layer_nobias,1,1276,0.9047619104385376,0.6222012639045715,0.8571428656578064,0.6141119003295898
sonar,4,ffnn_0layer_nobias,2,1318,0.9047619104385376,0.6222367882728577,0.8571428656578064,0.6149581074714661
sonar,4,ffnn_0layer_nobias,3,1360,0.9047619104385376,0.6221051216125488,0.8571428656578064,0.614495038986206
sonar,4,ffnn_0layer_nobias,4,1402,0.9047619104385376,0.6221640706062317,0.8571428656578064,0.6142958402633667
sonar,4,ffnn_0layer_nobias,5,1444,0.9047619104385376,0.6217491626739502,0.8571428656578064,0.6133887767791748
sonar,4,sampler,1,1276,0.9047619104385376,0.6221293210983276,0.8571428656578064,0.6139706373214722
sonar,4,sampler,2,1318,0.9047619104385376,0.6224244236946106,0.8571428656578064,0.6147304773330688
sonar,4,sampler,3,1360,0.9047619104385376,0.6219475865364075,0.8571428656578064,0.614814281463623
sonar,4,sampler,4,1402,0.9047619104385376,0.622118353843689,0.8571428656578064,0.6143272519111633
sonar,4,sampler,5,1444,0.9047619104385376,0.6218336820602417,0.8571428656578064,0.6132696866989136
sonar,8,ffnn_0layer_bias,1,1276,0.8571428656578064,0.6190333366394043,0.8095238208770752,0.6114994287490845
sonar,8,ffnn_0layer_bias,2,1318,0.8095238208770752,0.6187324523925781,0.8095238208770752,0.6125277280807495
sonar,8,ffnn_0layer_bias,3,1360,0.8095238208770752,0.6216423511505127,0.8095238208770752,0.609846830368042
sonar,8,ffnn_0layer_bias,4,1402,0.8571428656578064,0.6207095384597778,0.761904776096344,0.6115146279335022
sonar,8,ffnn_0layer_bias,5,1444,0.8571428656578064,0.6209182739257812,0.8095238208770752,0.611916184425354
sonar,8,ffnn_0layer_nobias,1,1276,0.8095238208770752,0.6191484928131104,0.8095238208770752,0.6119270920753479
sonar,8,ffnn_0layer_nobias,2,1318,0.8095238208770752,0.6194385290145874,0.8095238208770752,0.6130979657173157
sonar,8,ffnn_0layer_nobias,3,1360,0.8095238208770752,0.6203557848930359,0.8095238208770752,0.612266480922699
sonar,8,ffnn_0layer_nobias,4,1402,0.8571428656578064,0.6192904710769653,0.8095238208770752,0.6109942197799683
sonar,8,ffnn_0layer_nobias,5,1444,0.8095238208770752,0.6210694313049316,0.8095238208770752,0.6134235262870789
sonar,8,sampler,1,1276,0.8095238208770752,0.6192489266395569,0.8095238208770752,0.6119775176048279
sonar,8,sampler,2,1318,0.8095238208770752,0.6194664835929871,0.8095238208770752,0.6130768656730652
sonar,8,sampler,3,1360,0.8095238208770752,0.6203711032867432,0.8095238208770752,0.612379252910614
sonar,8,sampler,4,1402,0.8095238208770752,0.6193474531173706,0.8095238208770752,0.611164927482605
sonar,8,sampler,5,1444,0.8095238208770752,0.6211539506912231,0.8095238208770752,0.6136221289634705
sonar,12,ffnn_0layer_bias,1,1276,0.9047619104385376,0.6139035224914551,0.8095238208770752,0.6108685731887817
sonar,12,ffnn_0layer_bias,2,1318,0.8095238208770752,0.6138321757316589,0.8095238208770752,0.6093246936798096
sonar,12,ffnn_0layer_bias,3,1360,0.8571428656578064,0.6144415736198425,0.8095238208770752,0.612068772315979
sonar,12,ffnn_0layer_bias,4,1402,0.8571428656578064,0.6152888536453247,0.761904776096344,0.6119940280914307
sonar,12,ffnn_0layer_bias,5,1444,0.8571428656578064,0.6145936250686646,0.8095238208770752,0.6114242672920227
sonar,12,ffnn_0layer_nobias,1,1276,0.8571428656578064,0.6148776412010193,0.8095238208770752,0.6067324280738831
sonar,12,ffnn_0layer_nobias,2,1318,0.8571428656578064,0.6144086122512817,0.8095238208770752,0.6076470613479614
sonar,12,ffnn_0layer_nobias,3,1360,0.9047619104385376,0.6144255995750427,0.8095238208770752,0.6087746620178223
sonar,12,ffnn_0layer_nobias,4,1402,0.8571428656578064,0.6152604818344116,0.761904776096344,0.6084356904029846
sonar,12,ffnn_0layer_nobias,5,1444,0.8571428656578064,0.6158634424209595,0.8095238208770752,0.6069892644882202
sonar,12,sampler,1,1276,0.8571428656578064,0.6145302653312683,0.8095238208770752,0.6062734723091125
sonar,12,sampler,2,1318,0.8571428656578064,0.614220380783081,0.8095238208770752,0.6077173948287964
sonar,12,sampler,3,1360,0.9047619104385376,0.6145682334899902,0.8095238208770752,0.6090088486671448
sonar,12,sampler,4,1402,0.8571428656578064,0.614761233329773,0.761904776096344,0.6082789301872253
sonar,12,sampler,5,1444,0.8571428656578064,0.6154199242591858,0.8095238208770752,0.6065306663513184
fico,4,ffnn_0layer_bias,1,1276,0.629063069820404,0.6807354092597961,0.5994263887405396,0.6833963394165039
fico,4,ffnn_0layer_bias,2,1318,0.6185468435287476,0.6809370517730713,0.6022944450378418,0.6833716034889221
fico,4,ffnn_0layer_bias,3,1360,0.6271510720252991,0.6808465719223022,0.5965583324432373,0.6833574175834656
fico,4,ffnn_0layer_bias,4,1402,0.629063069820404,0.6806219220161438,0.5965583324432373,0.6833171844482422
fico,4,ffnn_0layer_bias,5,1444,0.6281070709228516,0.6807064414024353,0.5975143313407898,0.6833678483963013
fico,4,ffnn_0layer_nobias,1,1276,0.7265774607658386,0.6672725677490234,0.6998087763786316,0.6680365204811096
fico,4,ffnn_0layer_nobias,2,1318,0.7265774607658386,0.6672998070716858,0.7017208337783813,0.6680607795715332
fico,4,ffnn_0layer_nobias,3,1360,0.7265774607658386,0.6672894954681396,0.7026768326759338,0.6680773496627808
fico,4,ffnn_0layer_nobias,4,1402,0.7246654033660889,0.6671974062919617,0.7026768326759338,0.668034553527832
fico,4,ffnn_0layer_nobias,5,1444,0.7284894585609436,0.6672139167785645,0.7045888900756836,0.668049156665802
fico,4,sampler,1,1276,0.7265774607658386,0.6672725677490234,0.6998087763786316,0.6680365204811096
fico,4,sampler,2,1318,0.7265774607658386,0.6672998070716858,0.7017208337783813,0.6680607795715332
fico,4,sampler,3,1360,0.7265774607658386,0.6672894954681396,0.7026768326759338,0.6680773496627808
fico,4,sampler,4,1402,0.7246654033660889,0.6671974062919617,0.7026768326759338,0.668034553527832
fico,4,sampler,5,1444,0.7284894585609436,0.6672139167785645,0.7045888900756836,0.668049156665802
